tau,w_in,w_re,prob_neu_e,acc,acc_train,num_spikes,std_spikes
80.0,5.0,3.0,0.65,0.8533333333333334,0.99875,5499.195,936.8894671420246
80.0,5.0,3.0,0.65,0.885,0.99875,5866.463333333333,813.4214540992197
80.0,5.0,3.0,0.65,0.855,0.9995833333333334,7959.198333333334,1537.6679070366772
80.0,5.0,3.0,0.65,0.86,0.99875,7373.311666666666,1339.0802980144829
80.0,5.0,3.0,0.72,0.89,0.9991666666666666,10649.905,1704.9182353732783
80.0,5.0,3.0,0.72,0.855,0.9970833333333332,6862.86,930.8021327865551
80.0,5.0,3.0,0.72,0.8833333333333333,0.9966666666666668,7416.396666666666,942.2150582477914
80.0,5.0,3.0,0.72,0.8383333333333334,0.9975,10057.683333333332,1827.8186470185956
80.0,5.0,3.0,0.72,0.855,0.9995833333333334,9398.228333333333,1634.3332940980008
80.0,5.0,3.0,0.78,0.8816666666666667,0.99875,11853.208333333334,1820.9957985299936
80.0,5.0,3.0,0.78,0.885,0.99625,9202.951666666666,1673.9666890345286
80.0,5.0,3.0,0.78,0.8733333333333333,0.9879166666666668,10480.546666666669,1781.5515797067328
80.0,5.0,3.0,0.78,0.8616666666666667,0.9945833333333334,11409.258333333331,1886.3663761132289
80.0,5.0,3.0,0.78,0.865,0.9966666666666668,10897.681666666667,1694.3443698563433
80.0,5.0,3.0,0.85,0.8816666666666667,0.9891666666666666,13100.606666666668,1641.5775477536504
80.0,5.0,3.0,0.85,0.9016666666666666,0.9954166666666666,12575.906666666666,1965.5800970592768
80.0,5.0,3.0,0.85,0.9066666666666666,0.9854166666666668,12876.168333333331,1714.9123340073556
80.0,5.0,3.0,0.85,0.8833333333333333,0.9945833333333334,12257.361666666666,1918.5445014899244
80.0,5.0,3.0,0.85,0.8466666666666667,0.9833333333333332,13203.833333333334,1624.688197436323
120.0,2.0,0.5,0.65,0.815,0.9029166666666668,504.2866666666667,80.10129725679991
120.0,2.0,0.5,0.65,0.8116666666666666,0.9054166666666666,374.545,72.00815677176209
120.0,2.0,0.5,0.65,0.815,0.9,412.2366666666667,71.975046524627
120.0,2.0,0.5,0.65,0.7833333333333333,0.8983333333333333,387.2466666666666,71.35931956576442
120.0,2.0,0.5,0.65,0.82,0.8991666666666667,379.7116666666666,64.5461219895424
120.0,2.0,0.5,0.72,0.8033333333333333,0.8983333333333333,344.545,65.43305465639418
120.0,2.0,0.5,0.72,0.8266666666666667,0.9091666666666668,459.65,77.75425497467432
120.0,2.0,0.5,0.72,0.84,0.8895833333333333,430.7316666666667,79.76343981145469
120.0,2.0,0.5,0.72,0.825,0.9145833333333332,480.18666666666667,75.89518093323771
120.0,2.0,0.5,0.72,0.81,0.9029166666666668,452.1983333333333,79.57848744408811
120.0,2.0,0.5,0.78,0.8183333333333334,0.9120833333333334,425.44666666666666,73.9320216294822
120.0,2.0,0.5,0.78,0.78,0.885,370.7466666666666,63.19334739951315
120.0,2.0,0.5,0.78,0.825,0.9145833333333332,406.885,77.19409589901721
120.0,2.0,0.5,0.78,0.8233333333333334,0.9108333333333334,394.45166666666665,70.21840450021315
120.0,2.0,0.5,0.78,0.81,0.8954166666666666,430.69,78.2110642215452
120.0,2.0,0.5,0.85,0.8266666666666667,0.9225,444.54833333333335,79.00452095010485
120.0,2.0,0.5,0.85,0.8083333333333333,0.895,409.76666666666665,78.09659972680558
120.0,2.0,0.5,0.85,0.84,0.9091666666666668,429.2816666666667,78.62723656949642
120.0,2.0,0.5,0.85,0.8133333333333334,0.9145833333333332,399.42,76.07207284323641
120.0,2.0,0.5,0.85,0.8266666666666667,0.9054166666666666,491.2166666666666,88.37022342898591
120.0,2.0,1.3,0.65,0.81,0.94,493.92,82.49495095660906
120.0,2.0,1.3,0.65,0.82,0.9358333333333332,467.2266666666667,81.61228638439735
120.0,2.0,1.3,0.65,0.8483333333333334,0.92,457.0683333333333,76.2592092617162
120.0,2.0,1.3,0.65,0.8366666666666667,0.9166666666666666,462.5266666666666,81.85050980632653
120.0,2.0,1.3,0.65,0.8283333333333334,0.9395833333333332,514.7783333333333,86.4904379910802
120.0,2.0,1.3,0.72,0.8216666666666667,0.94,488.615,90.74592796190176
120.0,2.0,1.3,0.72,0.8216666666666667,0.9266666666666666,466.1183333333333,94.63888029710036
120.0,2.0,1.3,0.72,0.8616666666666667,0.9466666666666668,481.9533333333333,93.04574764896866
120.0,2.0,1.3,0.72,0.835,0.9354166666666668,446.705,90.20676974780405
120.0,2.0,1.3,0.72,0.8183333333333334,0.93625,556.67,100.1033354422652
120.0,2.0,1.3,0.78,0.8116666666666666,0.9454166666666668,537.475,91.72525665449692
120.0,2.0,1.3,0.78,0.805,0.9516666666666668,509.42,93.61520674192484
120.0,2.0,1.3,0.78,0.8433333333333334,0.9354166666666668,506.735,90.8482513590658
120.0,2.0,1.3,0.78,0.8233333333333334,0.93125,537.9366666666666,103.28058540801472
120.0,2.0,1.3,0.78,0.845,0.9508333333333332,566.0933333333334,99.16554150622191
120.0,2.0,1.3,0.85,0.83,0.9383333333333334,416.69666666666666,84.2233221197602
120.0,2.0,1.3,0.85,0.8666666666666667,0.9579166666666666,584.6233333333333,105.0400469133347
120.0,2.0,1.3,0.85,0.8316666666666667,0.92875,557.2933333333333,115.67506482480232
120.0,2.0,1.3,0.85,0.8233333333333334,0.9529166666666666,599.135,112.09281916489267
120.0,2.0,1.3,0.85,0.8183333333333334,0.9495833333333332,590.06,107.46717204182248
120.0,2.0,2.1,0.65,0.8066666666666666,0.94625,444.975,89.870783396682
120.0,2.0,2.1,0.65,0.815,0.9791666666666666,676.3866666666667,178.13241466828984
120.0,2.0,2.1,0.65,0.7933333333333333,0.955,660.8333333333334,189.55219744322557
120.0,2.0,2.1,0.65,0.7966666666666666,0.9758333333333332,979.1783333333332,244.61556205037775
120.0,2.0,2.1,0.65,0.7666666666666667,0.9954166666666666,807.6166666666667,241.4837462899361
120.0,2.0,2.1,0.72,0.805,0.9604166666666668,857.2183333333334,257.52068007033705
120.0,2.0,2.1,0.72,0.7933333333333333,0.9566666666666668,925.75,276.8853448029828
120.0,2.0,2.1,0.72,0.8116666666666666,0.9820833333333332,864.5983333333334,266.3214292239528
120.0,2.0,2.1,0.72,0.7816666666666666,0.97875,924.515,321.4932136790241
120.0,2.0,2.1,0.72,0.7816666666666666,0.9791666666666666,1059.7983333333334,286.00342246883844
120.0,2.0,2.1,0.78,0.7933333333333333,0.9983333333333332,1196.1616666666666,355.0516237542867
120.0,2.0,2.1,0.78,0.7983333333333333,0.9970833333333332,1254.4083333333333,363.754264484357
120.0,2.0,2.1,0.78,0.81,0.9895833333333334,1089.5466666666666,353.33031923242714
120.0,2.0,2.1,0.78,0.7766666666666666,1.0,1400.9083333333333,445.07606083742087
120.0,2.0,2.1,0.78,0.8116666666666666,0.9754166666666668,1524.475,341.6827905748254
120.0,2.0,2.1,0.85,0.805,0.99125,1465.1333333333334,483.9046967694729
120.0,2.0,2.1,0.85,0.8116666666666666,1.0,1592.2766666666666,426.45762601797713
120.0,2.0,2.1,0.85,0.87,0.9991666666666666,2107.411666666667,381.5949320905903
120.0,2.0,2.1,0.85,0.8066666666666666,0.9983333333333332,2216.248333333333,441.2971259033482
120.0,2.0,2.1,0.85,0.79,0.975,1332.4333333333334,381.9873412678605
120.0,2.0,3.0,0.65,0.8183333333333334,0.9995833333333334,1873.365,304.55066098817343
120.0,2.0,3.0,0.65,0.785,0.9995833333333334,2356.82,396.55547018460527
120.0,2.0,3.0,0.65,0.8216666666666667,0.9975,1623.28,328.57797897404305
120.0,2.0,3.0,0.65,0.7866666666666666,0.9970833333333332,1885.8633333333328,392.0443826773811
120.0,2.0,3.0,0.65,0.8233333333333334,0.9558333333333332,1826.6233333333328,299.7155731504269
120.0,2.0,3.0,0.72,0.7866666666666666,0.9970833333333332,2651.741666666667,389.3360009005361
120.0,2.0,3.0,0.72,0.8066666666666666,0.99875,2105.768333333333,367.3846276913187
120.0,2.0,3.0,0.72,0.8366666666666667,0.9975,2313.5383333333334,312.4458222858627
120.0,2.0,3.0,0.72,0.815,0.9979166666666668,3089.37,533.250575652135
120.0,2.0,3.0,0.72,0.7833333333333333,0.99,2551.6283333333336,424.5893430094805
120.0,2.0,3.0,0.78,0.8016666666666666,0.9995833333333334,3138.11,470.3257501278591
120.0,2.0,3.0,0.78,0.81,0.9970833333333332,3202.095,479.43062338743727
120.0,2.0,3.0,0.78,0.7916666666666666,0.9933333333333332,3311.81,514.4822516213103
120.0,2.0,3.0,0.78,0.81,0.9925,3580.3283333333334,544.4741718978862
120.0,2.0,3.0,0.78,0.8066666666666666,0.9975,3149.523333333333,488.38349629728026
120.0,2.0,3.0,0.85,0.7783333333333333,0.9729166666666668,3936.755,610.3906986308032
120.0,2.0,3.0,0.85,0.82,0.9870833333333332,3291.16,520.4355045536382
120.0,2.0,3.0,0.85,0.7766666666666666,0.9645833333333332,4364.363333333334,715.3475434981858
120.0,2.0,3.0,0.85,0.81,0.995,3469.615,595.2386749097653
120.0,2.0,3.0,0.85,0.7983333333333333,0.9679166666666666,3537.4283333333333,520.7320374855851
120.0,3.0,0.5,0.65,0.8666666666666667,0.9470833333333334,856.9483333333334,120.47545668678283
120.0,3.0,0.5,0.65,0.87,0.9608333333333332,1070.425,136.48590052333856
120.0,3.0,0.5,0.65,0.8483333333333334,0.9416666666666668,1042.65,148.17548436454211
120.0,3.0,0.5,0.65,0.8433333333333334,0.9420833333333334,1066.3466666666666,146.59084722072143
120.0,3.0,0.5,0.65,0.8516666666666667,0.9525,1042.965,143.3236329953996
120.0,3.0,0.5,0.72,0.885,0.975,1040.06,126.21328403407728
120.0,3.0,0.5,0.72,0.84,0.9341666666666668,824.175,116.06324874107796
120.0,3.0,0.5,0.72,0.8733333333333333,0.96875,1109.8233333333333,146.51087145859026
120.0,3.0,0.5,0.72,0.8416666666666667,0.96625,1000.5016666666668,136.37058577233174
120.0,3.0,0.5,0.72,0.855,0.9470833333333334,918.22,131.03740534671772
120.0,3.0,0.5,0.78,0.8833333333333333,0.97625,1059.82,128.24402884085222
120.0,3.0,0.5,0.78,0.8433333333333334,0.9316666666666666,827.7633333333333,116.68232080691952
120.0,3.0,0.5,0.78,0.8766666666666667,0.9695833333333334,1136.6483333333333,149.20224975031562
120.0,3.0,0.5,0.78,0.85,0.96625,1023.4933333333332,139.23335312425044
120.0,3.0,0.5,0.78,0.85,0.9441666666666668,935.7133333333334,133.62759628493245
120.0,3.0,0.5,0.85,0.8833333333333333,0.9408333333333332,893.5266666666666,126.5582051424912
120.0,3.0,0.5,0.85,0.8716666666666667,0.9645833333333332,1127.2783333333334,144.21488895818706
120.0,3.0,0.5,0.85,0.845,0.9333333333333332,1110.8,158.3647056638568
120.0,3.0,0.5,0.85,0.8466666666666667,0.9375,1102.7283333333332,151.90798047026874
120.0,3.0,0.5,0.85,0.8683333333333333,0.9558333333333332,1106.5816666666667,150.17525316738735
120.0,3.0,1.3,0.65,0.8666666666666667,0.96875,1048.1166666666666,145.54847894163038
120.0,3.0,1.3,0.65,0.8716666666666667,0.9616666666666668,990.305,131.90535233643857
120.0,3.0,1.3,0.65,0.8716666666666667,0.9929166666666668,1179.743333333333,168.61143927846518
120.0,3.0,1.3,0.65,0.8483333333333334,0.9729166666666668,1261.9533333333334,182.8540797709717
120.0,3.0,1.3,0.65,0.8733333333333333,0.9608333333333332,987.1566666666666,120.0982047696338
120.0,3.0,1.3,0.72,0.865,0.9629166666666666,980.3583333333332,133.24354867643268
120.0,3.0,1.3,0.72,0.8866666666666667,0.98375,1269.1333333333334,158.43596673595158
120.0,3.0,1.3,0.72,0.8616666666666667,0.9670833333333332,1261.995,177.9570125292435
120.0,3.0,1.3,0.72,0.8583333333333333,0.9804166666666668,1312.1066666666666,192.2154050942732
120.0,3.0,1.3,0.72,0.8516666666666667,0.9891666666666666,1270.0383333333334,186.92450400421612
120.0,3.0,1.3,0.78,0.8666666666666667,0.9454166666666668,1226.1,159.61793967680032
120.0,3.0,1.3,0.78,0.8616666666666667,0.9795833333333334,1108.955,151.35163133687504
120.0,3.0,1.3,0.78,0.8733333333333333,0.97875,1176.1733333333334,145.75485111042522
120.0,3.0,1.3,0.78,0.865,0.9758333333333332,1256.95,174.0319630604294
120.0,3.0,1.3,0.78,0.8683333333333333,0.9695833333333334,1105.665,155.0913476256278
120.0,3.0,1.3,0.85,0.8366666666666667,0.9866666666666668,1438.78,263.8127649173431
120.0,3.0,1.3,0.85,0.8683333333333333,0.94625,1088.5533333333333,153.34789583021853
120.0,3.0,1.3,0.85,0.87,0.9808333333333332,1360.035,220.95793063009376
120.0,3.0,1.3,0.85,0.865,0.9920833333333332,1212.006666666667,178.15208845877228
120.0,3.0,1.3,0.85,0.8366666666666667,0.9854166666666668,1330.97,203.63300100916845
120.0,3.0,2.1,0.65,0.8466666666666667,0.97875,1402.75,268.33654397665134
120.0,3.0,2.1,0.65,0.8633333333333333,0.9916666666666668,1552.7133333333334,223.9284807452792
120.0,3.0,2.1,0.65,0.8666666666666667,0.9991666666666666,1931.9516666666664,329.0063616364009
120.0,3.0,2.1,0.65,0.8566666666666667,0.9945833333333334,2015.493333333333,361.8422676004314
120.0,3.0,2.1,0.65,0.8366666666666667,0.995,1673.8266666666666,225.04642474140505
120.0,3.0,2.1,0.72,0.8716666666666667,1.0,2400.8483333333334,359.28878635050967
120.0,3.0,2.1,0.72,0.835,0.99875,1979.65,272.0652143022576
120.0,3.0,2.1,0.72,0.8366666666666667,0.9983333333333332,2102.248333333333,307.8549929169395
120.0,3.0,2.1,0.72,0.8566666666666667,0.9975,2376.576666666667,353.6157011816956
120.0,3.0,2.1,0.72,0.885,0.9970833333333332,2048.8966666666665,305.2375020464484
120.0,3.0,2.1,0.78,0.8566666666666667,0.9995833333333334,2102.76,327.50946917608354
120.0,3.0,2.1,0.78,0.8483333333333334,1.0,3190.741666666667,408.52336725972265
120.0,3.0,2.1,0.78,0.835,0.9995833333333334,3375.6366666666668,525.7144738248024
120.0,3.0,2.1,0.78,0.865,0.9941666666666666,3480.4083333333333,603.5710465752054
120.0,3.0,2.1,0.78,0.8683333333333333,0.9995833333333334,3440.53,538.5263340202904
120.0,3.0,2.1,0.85,0.865,0.99625,4017.61,773.8827201628594
120.0,3.0,2.1,0.85,0.8466666666666667,1.0,3056.975,439.8950379067716
120.0,3.0,2.1,0.85,0.8633333333333333,0.99875,3733.4616666666666,545.3205129681891
120.0,3.0,2.1,0.85,0.8516666666666667,1.0,3223.043333333333,400.94318981067073
120.0,3.0,2.1,0.85,0.8433333333333334,0.9970833333333332,3785.3533333333335,504.455348359881
120.0,3.0,3.0,0.65,0.83,1.0,4648.293333333333,520.6776359920044
120.0,3.0,3.0,0.65,0.835,1.0,3084.3766666666666,556.7273073856616
120.0,3.0,3.0,0.65,0.8,0.99375,3260.9566666666665,517.7609243549467
120.0,3.0,3.0,0.65,0.825,1.0,4437.925,630.7307635129799
120.0,3.0,3.0,0.65,0.8516666666666667,0.9995833333333334,4258.895,564.1126902564179
120.0,3.0,3.0,0.72,0.85,0.9983333333333332,5102.48,539.8815360181651
120.0,3.0,3.0,0.72,0.8466666666666667,1.0,4678.903333333334,715.525762864079
120.0,3.0,3.0,0.72,0.8083333333333333,0.9979166666666668,4859.33,685.8836328173071
120.0,3.0,3.0,0.72,0.8383333333333334,0.9991666666666666,5045.046666666667,533.3466550836227
120.0,3.0,3.0,0.72,0.8383333333333334,0.9983333333333332,4841.613333333334,735.8284042417015
120.0,3.0,3.0,0.78,0.8466666666666667,0.9979166666666668,6305.683333333333,729.9879951448212
120.0,3.0,3.0,0.78,0.8383333333333334,0.9954166666666666,5333.983333333334,594.0193681372874
120.0,3.0,3.0,0.78,0.865,0.99875,5335.035,754.7346291523046
120.0,3.0,3.0,0.78,0.8566666666666667,0.9979166666666668,5590.8,842.3396761402137
120.0,3.0,3.0,0.78,0.8283333333333334,0.99125,6656.79,765.0316524388603
120.0,3.0,3.0,0.85,0.83,0.9870833333333332,8102.421666666667,953.0357621117316
120.0,3.0,3.0,0.85,0.8383333333333334,0.9775,6188.176666666666,770.4265672051786
120.0,3.0,3.0,0.85,0.85,0.9695833333333334,6748.9783333333335,709.7129028914126
120.0,3.0,3.0,0.85,0.825,0.9633333333333334,6817.058333333333,726.6111373565337
120.0,3.0,3.0,0.85,0.8583333333333333,0.9604166666666668,6992.568333333334,815.4087330886408
120.0,4.0,0.5,0.65,0.8683333333333333,0.9533333333333334,1527.1783333333333,167.79017610462844
120.0,4.0,0.5,0.65,0.8733333333333333,0.9579166666666666,1363.1016666666667,148.67402148287
120.0,4.0,0.5,0.65,0.88,0.9666666666666668,1563.256666666667,176.14054271770848
120.0,4.0,0.5,0.65,0.8733333333333333,0.9558333333333332,1449.605,162.3936235663211
120.0,4.0,0.5,0.65,0.8716666666666667,0.9554166666666668,1509.5633333333333,164.62542125146476
120.0,4.0,0.5,0.72,0.865,0.9491666666666668,1548.065,169.03775941585752
120.0,4.0,0.5,0.72,0.87,0.96,1381.1633333333334,150.03545132919604
120.0,4.0,0.5,0.72,0.8783333333333333,0.97,1589.3016666666667,177.875370219026
120.0,4.0,0.5,0.72,0.8733333333333333,0.9558333333333332,1461.6683333333333,163.00418705426625
120.0,4.0,0.5,0.72,0.865,0.9566666666666668,1535.9383333333333,165.530564742252
120.0,4.0,0.5,0.78,0.8633333333333333,0.95375,1751.99,179.57403273673322
120.0,4.0,0.5,0.78,0.8733333333333333,0.9479166666666666,1537.5533333333333,174.95444308606616
120.0,4.0,0.5,0.78,0.8683333333333333,0.9616666666666668,1555.3,167.0093011381901
120.0,4.0,0.5,0.78,0.8566666666666667,0.9416666666666668,1517.0983333333334,169.9003786455136
120.0,4.0,0.5,0.78,0.8683333333333333,0.96875,1482.3233333333333,153.97269927562556
120.0,4.0,0.5,0.85,0.8483333333333334,0.955,1565.1916666666666,180.8685109793545
120.0,4.0,0.5,0.85,0.8666666666666667,0.9575,1468.87,156.4567877509101
120.0,4.0,0.5,0.85,0.885,0.9816666666666668,1708.7266666666667,199.44277029319016
120.0,4.0,0.5,0.85,0.8666666666666667,0.9670833333333332,1761.1633333333334,208.16693618877667
120.0,4.0,0.5,0.85,0.8666666666666667,0.945,1430.6516666666666,141.99460200029517
120.0,4.0,1.3,0.65,0.85,0.9754166666666668,1748.986666666667,198.1157485467075
120.0,4.0,1.3,0.65,0.8566666666666667,0.97625,1747.1133333333332,195.8325147216933
120.0,4.0,1.3,0.65,0.8733333333333333,0.98,1621.6733333333334,189.41968382990777
120.0,4.0,1.3,0.65,0.8816666666666667,0.99,1684.9616666666666,197.6680724444109
120.0,4.0,1.3,0.65,0.88,0.9729166666666668,1776.4516666666666,191.2254018967029
120.0,4.0,1.3,0.72,0.8766666666666667,0.9858333333333332,1730.0516666666667,223.29158589287584
120.0,4.0,1.3,0.72,0.865,0.97375,1691.42,199.8853761534345
120.0,4.0,1.3,0.72,0.885,0.995,1991.995,276.36199987516375
120.0,4.0,1.3,0.72,0.845,0.9966666666666668,2071.4266666666667,288.95018248057147
120.0,4.0,1.3,0.72,0.86,0.9925,1714.3833333333334,206.2782660765684
120.0,4.0,1.3,0.78,0.85,0.9941666666666666,2044.1133333333328,267.5081378616774
120.0,4.0,1.3,0.78,0.8433333333333334,0.9916666666666668,1977.5633333333333,291.73278182077667
120.0,4.0,1.3,0.78,0.8533333333333334,0.9954166666666666,2066.745,277.8017758072591
120.0,4.0,1.3,0.78,0.8533333333333334,0.9991666666666666,1988.8983333333333,281.5059111230566
120.0,4.0,1.3,0.78,0.8566666666666667,0.9866666666666668,2232.24,286.2569866396277
120.0,4.0,1.3,0.85,0.85,0.9995833333333334,2594.315,344.95980796077293
120.0,4.0,1.3,0.85,0.845,0.9991666666666666,2111.641666666667,337.61729803218844
120.0,4.0,1.3,0.85,0.8566666666666667,0.9945833333333334,2293.325,304.6777467669734
120.0,4.0,1.3,0.85,0.8366666666666667,0.9983333333333332,2277.32,326.992651701329
120.0,4.0,1.3,0.85,0.8533333333333334,1.0,2380.093333333333,301.72605890479895
120.0,4.0,2.1,0.65,0.8766666666666667,0.9995833333333334,2992.3116666666665,369.6925134900024
120.0,4.0,2.1,0.65,0.8483333333333334,0.98375,1992.41,268.6206406191949
120.0,4.0,2.1,0.65,0.87,0.9991666666666666,2867.471666666667,393.1155121130288
120.0,4.0,2.1,0.65,0.8416666666666667,0.9983333333333332,3364.97,433.3118689427589
120.0,4.0,2.1,0.65,0.8416666666666667,0.9870833333333332,2459.055,390.77908760364
120.0,4.0,2.1,0.72,0.8483333333333334,1.0,3679.358333333333,510.14669452085593
120.0,4.0,2.1,0.72,0.8616666666666667,0.9975,3987.7266666666665,581.0229530367587
120.0,4.0,2.1,0.72,0.8483333333333334,1.0,3932.9066666666663,642.8665760655334
120.0,4.0,2.1,0.72,0.8716666666666667,0.9995833333333334,3658.863333333333,571.0350467839567
120.0,4.0,2.1,0.72,0.8583333333333333,1.0,3530.995,521.5586655800732
120.0,4.0,2.1,0.78,0.855,1.0,5309.468333333333,739.6684903819338
120.0,4.0,2.1,0.78,0.855,1.0,4118.326666666667,700.6114376901238
120.0,4.0,2.1,0.78,0.8583333333333333,0.9995833333333334,4840.426666666666,782.0117270788775
120.0,4.0,2.1,0.78,0.845,1.0,5060.483333333334,996.1444856991824
120.0,4.0,2.1,0.78,0.8716666666666667,0.99875,4731.59,647.6177024809209
120.0,4.0,2.1,0.85,0.885,0.9995833333333334,5917.293333333333,773.5017672607837
120.0,4.0,2.1,0.85,0.87,0.9995833333333334,6341.645,785.6113642518587
120.0,4.0,2.1,0.85,0.8766666666666667,0.9995833333333334,6593.831666666667,804.091170202249
120.0,4.0,2.1,0.85,0.87,1.0,6466.415,922.4367689847364
120.0,4.0,2.1,0.85,0.8733333333333333,0.9995833333333334,6349.076666666667,997.1409015056776
120.0,4.0,3.0,0.65,0.885,0.9991666666666666,5979.643333333333,601.8992103795747
120.0,4.0,3.0,0.65,0.8316666666666667,0.9995833333333334,4347.856666666667,669.3956200351346
120.0,4.0,3.0,0.65,0.8383333333333334,1.0,5509.15,733.691902299596
120.0,4.0,3.0,0.65,0.8466666666666667,1.0,6964.795,810.9146192057871
120.0,4.0,3.0,0.65,0.8216666666666667,0.9995833333333334,5537.21,839.4978077596946
120.0,4.0,3.0,0.72,0.8416666666666667,0.99875,7618.511666666666,1028.3942061277971
120.0,4.0,3.0,0.72,0.8483333333333334,1.0,6243.963333333333,756.4626463495882
120.0,4.0,3.0,0.72,0.86,0.9995833333333334,6614.885,755.2226350167656
120.0,4.0,3.0,0.72,0.8683333333333333,1.0,6474.145,757.7853636144824
120.0,4.0,3.0,0.72,0.8333333333333334,0.9970833333333332,8479.681666666667,1153.7753147806648
120.0,4.0,3.0,0.78,0.8533333333333334,0.9991666666666666,8856.683333333332,1096.147322696888
120.0,4.0,3.0,0.78,0.8733333333333333,0.9975,8627.72,1016.6782193004824
120.0,4.0,3.0,0.78,0.87,0.9970833333333332,9114.536666666669,1103.9990347167682
120.0,4.0,3.0,0.78,0.855,0.9979166666666668,9590.57,1681.5370186528753
120.0,4.0,3.0,0.78,0.85,0.9991666666666666,8675.628333333334,1025.059616248679
120.0,4.0,3.0,0.85,0.8566666666666667,0.99625,8538.303333333333,835.9008920453562
120.0,4.0,3.0,0.85,0.84,0.9841666666666666,10297.976666666667,1256.1620872544895
120.0,4.0,3.0,0.85,0.855,0.9866666666666668,10319.618333333334,1336.2416395736795
120.0,4.0,3.0,0.85,0.8566666666666667,0.98875,10731.258333333331,1953.7954392064405
120.0,4.0,3.0,0.85,0.8516666666666667,0.9945833333333334,11438.665,1564.7949054455453
120.0,5.0,0.5,0.65,0.87,0.9666666666666668,2206.815,202.7472337049263
120.0,5.0,0.5,0.65,0.875,0.9525,1968.31,201.23016813258064
120.0,5.0,0.5,0.65,0.8766666666666667,0.97125,1956.0183333333332,187.32492625708468
120.0,5.0,0.5,0.65,0.8683333333333333,0.9591666666666666,1942.13,196.6269643258523
120.0,5.0,0.5,0.65,0.8816666666666667,0.9720833333333332,1902.085,174.1244031576275
120.0,5.0,0.5,0.72,0.8683333333333333,0.9675,2065.0583333333334,193.2846215573178
120.0,5.0,0.5,0.72,0.8816666666666667,0.9695833333333334,2086.758333333333,194.2640469324048
120.0,5.0,0.5,0.72,0.8783333333333333,0.9679166666666666,1970.0816666666667,193.37577837952944
120.0,5.0,0.5,0.72,0.875,0.9791666666666666,2048.3783333333336,203.4872031944242
120.0,5.0,0.5,0.72,0.8616666666666667,0.9616666666666668,2143.7033333333334,203.27605693298517
120.0,5.0,0.5,0.78,0.8716666666666667,0.9625,2040.75,198.6719595212168
120.0,5.0,0.5,0.78,0.8783333333333333,0.9608333333333332,1837.525,176.34823326305258
120.0,5.0,0.5,0.78,0.8933333333333333,0.97,2125.1716666666666,209.57805752802992
120.0,5.0,0.5,0.78,0.8716666666666667,0.9595833333333332,1937.895,192.4960275997057
120.0,5.0,0.5,0.78,0.885,0.9695833333333334,2013.62,194.4600788508188
120.0,5.0,0.5,0.85,0.8783333333333333,0.9729166666666668,2118.2966666666666,199.37426778688257
120.0,5.0,0.5,0.85,0.8783333333333333,0.9675,2148.7116666666666,201.00235122311932
120.0,5.0,0.5,0.85,0.8833333333333333,0.9604166666666668,2028.2233333333331,201.07442267865784
120.0,5.0,0.5,0.85,0.8633333333333333,0.9866666666666668,2102.233333333333,210.07228650051763
120.0,5.0,0.5,0.85,0.8566666666666667,0.965,2208.498333333333,209.4252372500082
120.0,5.0,1.3,0.65,0.87,0.975,2152.64,251.71531618079976
120.0,5.0,1.3,0.65,0.8583333333333333,0.99375,2153.4466666666667,231.61684701727168
120.0,5.0,1.3,0.65,0.8866666666666667,1.0,2491.575,317.14480032786287
120.0,5.0,1.3,0.65,0.8633333333333333,0.9891666666666666,2589.353333333333,332.38895161475443
120.0,5.0,1.3,0.65,0.8616666666666667,0.9816666666666668,2082.045,218.9599726928798
120.0,5.0,1.3,0.72,0.8816666666666667,0.9875,2517.1183333333333,297.5555707156041
120.0,5.0,1.3,0.72,0.875,0.9966666666666668,2607.778333333333,316.2716277672652
120.0,5.0,1.3,0.72,0.8333333333333334,0.9958333333333332,2521.075,334.72550850161787
120.0,5.0,1.3,0.72,0.8883333333333333,0.9904166666666666,2497.685,314.20194531808147
120.0,5.0,1.3,0.72,0.855,0.9945833333333334,2554.5866666666666,292.4311186511373
120.0,5.0,1.3,0.78,0.8533333333333334,0.9904166666666666,2519.266666666667,355.074661945281
120.0,5.0,1.3,0.78,0.855,0.9995833333333334,2487.6583333333333,297.41078482556
120.0,5.0,1.3,0.78,0.8783333333333333,0.9983333333333332,3012.4866666666667,428.8418432113276
120.0,5.0,1.3,0.78,0.8783333333333333,0.99375,3159.9616666666666,473.0257077551095
120.0,5.0,1.3,0.78,0.865,0.9995833333333334,2501.725,290.1494891287363
120.0,5.0,1.3,0.85,0.8533333333333334,0.99875,2581.498333333333,344.83688897393534
120.0,5.0,1.3,0.85,0.8716666666666667,1.0,3620.6916666666666,505.0615539356455
120.0,5.0,1.3,0.85,0.8666666666666667,0.99875,3612.15,479.7992366605016
120.0,5.0,1.3,0.85,0.8666666666666667,0.9929166666666668,3494.4416666666666,489.0439720487537
120.0,5.0,1.3,0.85,0.8833333333333333,0.9991666666666666,3834.885,545.0323737556024
120.0,5.0,2.1,0.65,0.85,0.99875,4606.328333333333,733.3166259289973
120.0,5.0,2.1,0.65,0.8783333333333333,0.9995833333333334,3358.115,502.3567508338405
120.0,5.0,2.1,0.65,0.8533333333333334,0.995,3411.395,488.4372006461015
120.0,5.0,2.1,0.65,0.8616666666666667,0.9979166666666668,4217.443333333334,682.3408948530704
