tau,w_in,w_re,prob_neu_e,acc,acc_train,num_spikes,std_spikes
160.0,5.0,1.3,0.72,0.8583333333333333,0.9808333333333332,2815.123333333333,351.61965453534526
160.0,5.0,1.3,0.72,0.8616666666666667,0.9933333333333332,2844.46,320.82478873470274
160.0,5.0,1.3,0.78,0.8783333333333333,0.9979166666666668,3671.266666666667,479.8681439265953
160.0,5.0,1.3,0.78,0.8733333333333333,0.9966666666666668,2949.315,415.87195438219527
160.0,5.0,1.3,0.78,0.8766666666666667,0.9970833333333332,3208.543333333333,421.0805640914284
160.0,5.0,1.3,0.78,0.8583333333333333,0.9983333333333332,3244.2166666666667,461.6814771992578
160.0,5.0,1.3,0.78,0.8683333333333333,0.99625,3203.965,391.94243681311167
160.0,5.0,1.3,0.85,0.885,0.9991666666666666,4022.268333333333,524.4743810049787
160.0,5.0,1.3,0.85,0.8683333333333333,0.9891666666666666,3282.8316666666665,429.13428744845
160.0,5.0,1.3,0.85,0.8683333333333333,0.9958333333333332,3607.888333333333,473.5492538943429
160.0,5.0,1.3,0.85,0.875,0.99875,3839.1566666666663,472.6572706047751
160.0,5.0,1.3,0.85,0.8933333333333333,0.9958333333333332,3500.3883333333333,486.5513959119724
160.0,5.0,2.1,0.65,0.86,0.9891666666666666,4488.615,650.7995263071929
160.0,5.0,2.1,0.65,0.87,0.9991666666666666,4633.215,739.474862391098
160.0,5.0,2.1,0.65,0.865,0.9991666666666666,4350.038333333333,677.2121037980313
160.0,5.0,2.1,0.65,0.86,0.9925,4095.4166666666665,657.9460158114966
160.0,5.0,2.1,0.65,0.8766666666666667,0.995,4352.816666666667,634.3264457061697
160.0,5.0,2.1,0.72,0.8683333333333333,0.9991666666666666,6910.958333333333,1006.4888540187064
160.0,5.0,2.1,0.72,0.855,0.9995833333333334,4871.731666666667,773.6944915989486
160.0,5.0,2.1,0.72,0.85,0.9991666666666666,5033.463333333333,726.59096378606
160.0,5.0,2.1,0.72,0.8283333333333334,1.0,6345.638333333333,1040.7647753121528
160.0,5.0,2.1,0.72,0.8416666666666667,1.0,6108.681666666666,915.1002569831109
160.0,5.0,2.1,0.78,0.845,1.0,7455.356666666667,952.902481608457
160.0,5.0,2.1,0.78,0.8566666666666667,0.9995833333333334,6252.725,960.7306504470092
160.0,5.0,2.1,0.78,0.8383333333333334,0.9995833333333334,7172.178333333333,962.962877372343
160.0,5.0,2.1,0.78,0.87,1.0,7046.3,1033.6198301761308
160.0,5.0,2.1,0.78,0.8666666666666667,0.9983333333333332,6718.89,894.2650415657914
160.0,5.0,2.1,0.85,0.8916666666666667,0.9991666666666666,9274.756666666666,1384.8929937443622
160.0,5.0,2.1,0.85,0.8916666666666667,0.9991666666666666,7791.78,937.3150226044604
160.0,5.0,2.1,0.85,0.8533333333333334,0.9995833333333334,8838.311666666666,1381.241308098343
160.0,5.0,2.1,0.85,0.895,0.9995833333333334,8227.813333333334,1225.5759578618083
160.0,5.0,2.1,0.85,0.9083333333333332,0.9975,8045.15,951.8646494293888
160.0,5.0,3.0,0.65,0.855,1.0,9855.928333333331,1354.6232599990876
160.0,5.0,3.0,0.65,0.8716666666666667,1.0,6874.44,791.8380219885041
160.0,5.0,3.0,0.65,0.845,0.99875,7228.393333333333,959.097234533021
160.0,5.0,3.0,0.65,0.8533333333333334,1.0,9347.7,1585.2294954779682
160.0,5.0,3.0,0.65,0.8833333333333333,0.9995833333333334,9010.681666666667,1344.9010683555462
160.0,5.0,3.0,0.72,0.8633333333333333,1.0,10546.595,1473.3666066670803
160.0,5.0,3.0,0.72,0.865,1.0,10302.73,1703.11395599355
160.0,5.0,3.0,0.72,0.88,0.9995833333333334,10777.401666666668,1310.5619851793435
160.0,5.0,3.0,0.72,0.88,0.9995833333333334,10371.138333333334,1734.2807748066311
160.0,5.0,3.0,0.72,0.8616666666666667,0.9995833333333334,10435.815,1381.0651278783585
160.0,5.0,3.0,0.78,0.8666666666666667,0.99875,11465.543333333331,1690.2992855671712
160.0,5.0,3.0,0.78,0.8533333333333334,0.9983333333333332,11979.058333333332,1882.5206386466407
160.0,5.0,3.0,0.78,0.86,0.99875,11489.193333333333,1730.806385076685
160.0,5.0,3.0,0.78,0.8933333333333333,0.99125,12177.363333333333,1913.860530791683
160.0,5.0,3.0,0.78,0.8833333333333333,0.9979166666666668,12302.92,1469.448463517293
160.0,5.0,3.0,0.85,0.865,0.9629166666666666,14817.321666666669,1007.417358825968
160.0,5.0,3.0,0.85,0.88,0.98875,12552.745,2055.924326584436
160.0,5.0,3.0,0.85,0.87,0.9816666666666668,13635.525,1609.1913194857636
160.0,5.0,3.0,0.85,0.8683333333333333,0.9783333333333334,13562.495,1760.3140486785303
160.0,5.0,3.0,0.85,0.8633333333333333,0.9708333333333332,13986.345,1039.8200385844018
200.0,2.0,0.5,0.65,0.8333333333333334,0.9325,645.9283333333333,96.5828480143113
200.0,2.0,0.5,0.65,0.8416666666666667,0.9358333333333332,578.035,84.67089489114112
200.0,2.0,0.5,0.65,0.8483333333333334,0.9583333333333334,715.9316666666666,105.43897285739378
200.0,2.0,0.5,0.65,0.81,0.9266666666666666,747.8033333333333,117.43307876781944
200.0,2.0,0.5,0.65,0.8016666666666666,0.9279166666666666,590.6566666666666,80.66140416718656
200.0,2.0,0.5,0.72,0.83,0.93375,665.2766666666666,97.83722939431368
200.0,2.0,0.5,0.72,0.82,0.9470833333333334,583.3333333333334,82.4614994339109
200.0,2.0,0.5,0.72,0.8516666666666667,0.965,661.005,101.34026005657049
200.0,2.0,0.5,0.72,0.8366666666666667,0.94625,621.2266666666667,92.8609100871956
200.0,2.0,0.5,0.72,0.8166666666666667,0.9379166666666666,670.6583333333333,97.21677631572764
200.0,2.0,0.5,0.78,0.8316666666666667,0.93375,665.345,99.71819948401262
200.0,2.0,0.5,0.78,0.84,0.935,596.0,88.47363072313317
200.0,2.0,0.5,0.78,0.8566666666666667,0.96125,737.8983333333333,109.4858042421736
200.0,2.0,0.5,0.78,0.83,0.9191666666666668,773.55,122.34579750308822
200.0,2.0,0.5,0.78,0.8183333333333334,0.9270833333333334,607.4383333333334,83.43158592856518
200.0,2.0,0.5,0.85,0.8266666666666667,0.9316666666666666,680.945,102.92286096068906
200.0,2.0,0.5,0.85,0.835,0.9420833333333334,607.8633333333333,90.44641869944633
200.0,2.0,0.5,0.85,0.8533333333333334,0.9625,755.7383333333333,112.80110754726164
200.0,2.0,0.5,0.85,0.8216666666666667,0.9233333333333332,786.08,124.2992233818592
200.0,2.0,0.5,0.85,0.815,0.9308333333333332,612.2683333333333,84.18970442135758
200.0,2.0,1.3,0.65,0.8183333333333334,0.9841666666666666,762.2716666666666,103.46099682435351
200.0,2.0,1.3,0.65,0.8533333333333334,0.9691666666666666,748.795,118.75605096864189
200.0,2.0,1.3,0.65,0.8366666666666667,0.9695833333333334,749.9283333333333,107.97998208258582
200.0,2.0,1.3,0.65,0.8366666666666667,0.9729166666666668,698.9466666666667,107.82289717659954
200.0,2.0,1.3,0.65,0.8516666666666667,0.9758333333333332,814.1233333333333,113.8191172675116
200.0,2.0,1.3,0.72,0.8283333333333334,0.9341666666666668,813.8333333333334,135.426839617887
200.0,2.0,1.3,0.72,0.8566666666666667,0.9679166666666666,658.8016666666666,96.4644614899993
200.0,2.0,1.3,0.72,0.8516666666666667,0.98625,747.9333333333333,114.88176047088106
200.0,2.0,1.3,0.72,0.8283333333333334,0.9704166666666668,727.2983333333333,109.27869263442388
200.0,2.0,1.3,0.72,0.8533333333333334,0.9825,840.4866666666667,142.65436021688538
200.0,2.0,1.3,0.78,0.83,0.9804166666666668,919.2,177.58184967313898
200.0,2.0,1.3,0.78,0.83,0.9541666666666668,700.4383333333334,107.59747300574593
200.0,2.0,1.3,0.78,0.86,0.985,802.6383333333333,127.87039348713822
200.0,2.0,1.3,0.78,0.85,0.9775,785.925,127.87683934812694
200.0,2.0,1.3,0.78,0.8383333333333334,0.9566666666666668,896.01,162.94561434212747
200.0,2.0,1.3,0.85,0.8416666666666667,0.9283333333333332,742.69,123.70990488504414
200.0,2.0,1.3,0.85,0.8383333333333334,0.9420833333333334,1115.52,223.2369136142139
200.0,2.0,1.3,0.85,0.85,0.9916666666666668,1111.5283333333334,227.83490191486368
200.0,2.0,1.3,0.85,0.8166666666666667,0.93375,1159.9033333333334,247.20570514362237
200.0,2.0,1.3,0.85,0.8233333333333334,0.9375,1214.8283333333334,255.42385466231525
200.0,2.0,2.1,0.65,0.7983333333333333,0.9954166666666666,1483.7616666666668,276.2722718573513
200.0,2.0,2.1,0.65,0.82,0.9579166666666666,1009.48,213.86108326045047
200.0,2.0,2.1,0.65,0.8316666666666667,0.9854166666666668,1135.455,260.4589564115621
200.0,2.0,2.1,0.65,0.7966666666666666,0.9854166666666668,1218.2283333333332,238.9507191812199
200.0,2.0,2.1,0.65,0.8316666666666667,0.9975,1503.2316666666666,280.59293409472895
200.0,2.0,2.1,0.72,0.8383333333333334,0.9995833333333334,1882.5933333333328,259.741585597857
200.0,2.0,2.1,0.72,0.8,0.98125,1290.6416666666669,269.84475771059346
200.0,2.0,2.1,0.72,0.845,0.9983333333333332,1791.4216666666666,291.7251169575374
200.0,2.0,2.1,0.72,0.8333333333333334,1.0,2160.9,378.79982840545216
200.0,2.0,2.1,0.72,0.7883333333333333,0.9995833333333334,1676.013333333333,320.16349961994246
200.0,2.0,2.1,0.78,0.8516666666666667,1.0,2219.9483333333333,335.0510393913474
200.0,2.0,2.1,0.78,0.8333333333333334,0.9995833333333334,2394.9533333333334,510.6759910375876
200.0,2.0,2.1,0.78,0.8316666666666667,1.0,2162.096666666667,361.09129591959
200.0,2.0,2.1,0.78,0.8583333333333333,1.0,2366.9933333333333,401.1729260832817
200.0,2.0,2.1,0.78,0.8683333333333333,0.9995833333333334,2552.84,430.50487925999937
200.0,2.0,2.1,0.85,0.84,0.9991666666666666,2331.276666666666,394.7542317132972
200.0,2.0,2.1,0.85,0.855,0.9995833333333334,3166.2633333333333,495.9711792589923
200.0,2.0,2.1,0.85,0.8516666666666667,0.9975,3028.9616666666666,543.8592773232388
200.0,2.0,2.1,0.85,0.8716666666666667,0.9991666666666666,3160.76,546.5882475867918
200.0,2.0,2.1,0.85,0.8516666666666667,1.0,3398.923333333333,569.1523294533918
200.0,2.0,3.0,0.65,0.7766666666666666,1.0,3637.361666666666,520.233227373924
200.0,2.0,3.0,0.65,0.8133333333333334,1.0,2222.815,362.44194584558414
200.0,2.0,3.0,0.65,0.815,0.9983333333333332,2497.3966666666665,451.3225483571096
200.0,2.0,3.0,0.65,0.79,1.0,3365.151666666666,539.6035538527851
200.0,2.0,3.0,0.65,0.8016666666666666,0.9995833333333334,3100.15,454.0620157717079
200.0,2.0,3.0,0.72,0.8333333333333334,1.0,3801.37,494.6694719035463
200.0,2.0,3.0,0.72,0.8333333333333334,1.0,3296.2066666666665,531.2182043400078
200.0,2.0,3.0,0.72,0.8083333333333333,1.0,3751.153333333333,600.7378073299162
200.0,2.0,3.0,0.72,0.805,1.0,3584.193333333333,470.92599130743343
200.0,2.0,3.0,0.72,0.81,0.99875,3559.661666666667,558.8234341279502
200.0,2.0,3.0,0.78,0.8016666666666666,1.0,4775.953333333333,602.6441856426468
200.0,2.0,3.0,0.78,0.8033333333333333,0.9991666666666666,3424.975,520.6073610457308
200.0,2.0,3.0,0.78,0.825,0.99625,4692.515,582.9187763102163
200.0,2.0,3.0,0.78,0.8016666666666666,0.9970833333333332,5113.868333333333,759.6825176768838
200.0,2.0,3.0,0.78,0.7933333333333333,0.98875,4584.24,651.8319587132868
200.0,2.0,3.0,0.85,0.8033333333333333,0.9891666666666666,5469.815,683.7564557464888
200.0,2.0,3.0,0.85,0.8166666666666667,0.97875,5002.58,701.2802152254593
200.0,2.0,3.0,0.85,0.815,0.9775,4904.735,652.6496569944705
200.0,2.0,3.0,0.85,0.8016666666666666,0.9895833333333334,5286.65,774.4219914448022
200.0,2.0,3.0,0.85,0.7933333333333333,0.9954166666666666,5368.565,730.9218419970314
200.0,3.0,0.5,0.65,0.8533333333333334,0.9654166666666668,1260.6016666666667,133.53876964096315
200.0,3.0,0.5,0.65,0.865,0.9604166666666668,1255.3266666666666,132.68412347459744
200.0,3.0,0.5,0.65,0.8416666666666667,0.9470833333333334,1193.7883333333334,130.10686708966935
200.0,3.0,0.5,0.65,0.8566666666666667,0.9654166666666668,1228.1016666666667,134.77265300209172
200.0,3.0,0.5,0.65,0.87,0.96,1297.0433333333333,134.5996339354441
200.0,3.0,0.5,0.72,0.8666666666666667,0.95625,1389.855,138.3485115267478
200.0,3.0,0.5,0.72,0.8533333333333334,0.9425,1211.3916666666669,140.9190959282035
200.0,3.0,0.5,0.72,0.8766666666666667,0.95625,1216.763333333333,129.89834739347364
200.0,3.0,0.5,0.72,0.84,0.95,1203.986666666667,136.02763134337408
200.0,3.0,0.5,0.72,0.855,0.9679166666666666,1178.3983333333333,122.278546757893
200.0,3.0,0.5,0.78,0.8766666666666667,0.9541666666666668,1405.785,139.81661361106794
200.0,3.0,0.5,0.78,0.8583333333333333,0.9454166666666668,1236.3183333333334,143.38700660760335
200.0,3.0,0.5,0.78,0.875,0.9625,1250.1516666666666,133.30503365298034
200.0,3.0,0.5,0.78,0.8466666666666667,0.9541666666666668,1219.256666666667,137.252653121493
200.0,3.0,0.5,0.78,0.8566666666666667,0.9654166666666668,1191.575,123.94825953464075
200.0,3.0,0.5,0.85,0.8483333333333334,0.9608333333333332,1256.125,141.52621444453322
200.0,3.0,0.5,0.85,0.8766666666666667,0.96,1180.7033333333334,125.3359697861002
200.0,3.0,0.5,0.85,0.8833333333333333,0.9733333333333334,1371.9766666666667,155.92265001881185
200.0,3.0,0.5,0.85,0.875,0.9675,1417.5266666666666,165.0703161955198
200.0,3.0,0.5,0.85,0.86,0.9495833333333332,1148.8066666666666,111.5906027505104
200.0,3.0,1.3,0.65,0.8383333333333334,0.995,1475.128333333333,172.2454117353751
200.0,3.0,1.3,0.65,0.8683333333333333,0.9854166666666668,1463.2,192.34754135851767
200.0,3.0,1.3,0.65,0.8583333333333333,0.9908333333333332,1454.6083333333331,170.24548431766277
200.0,3.0,1.3,0.65,0.8333333333333334,0.9920833333333332,1392.7583333333334,191.1092094341755
200.0,3.0,1.3,0.65,0.8533333333333334,0.9845833333333334,1526.34,176.04402214597727
200.0,3.0,1.3,0.72,0.84,0.9979166666666668,1845.445,227.0040608484057
200.0,3.0,1.3,0.72,0.8316666666666667,0.9883333333333332,1376.7233333333334,178.4459865679871
200.0,3.0,1.3,0.72,0.8533333333333334,0.9829166666666668,1422.585,184.4597230879052
200.0,3.0,1.3,0.72,0.8316666666666667,0.9933333333333332,1616.6483333333333,225.92802245528452
200.0,3.0,1.3,0.72,0.84,0.9975,1556.44,205.66351904668625
200.0,3.0,1.3,0.78,0.8566666666666667,1.0,1835.44,240.530815212244
200.0,3.0,1.3,0.78,0.8716666666666667,0.9854166666666668,1542.23,204.6471526799237
200.0,3.0,1.3,0.78,0.8366666666666667,0.9920833333333332,1669.3516666666667,220.0583513462332
200.0,3.0,1.3,0.78,0.8266666666666667,0.9983333333333332,1877.76,237.87535055150207
200.0,3.0,1.3,0.78,0.8616666666666667,0.9970833333333332,1613.7266666666667,237.59583039738348
200.0,3.0,1.3,0.85,0.86,0.9979166666666668,2118.115,270.9866511626234
200.0,3.0,1.3,0.85,0.845,1.0,2299.3166666666666,332.1142419743878
200.0,3.0,1.3,0.85,0.865,0.9995833333333334,2235.755,344.8959238789773
200.0,3.0,1.3,0.85,0.86,0.9983333333333332,2214.6366666666668,328.8648678746671
200.0,3.0,1.3,0.85,0.8316666666666667,1.0,2140.1283333333336,292.73036261587595
200.0,3.0,2.1,0.65,0.8666666666666667,0.99625,2705.8766666666666,343.239719130652
200.0,3.0,2.1,0.65,0.8333333333333334,0.9658333333333332,1848.9566666666667,260.2552749171901
200.0,3.0,2.1,0.65,0.8816666666666667,0.9933333333333332,2503.201666666667,347.2106243534159
200.0,3.0,2.1,0.65,0.825,1.0,3222.6283333333336,492.910377449311
200.0,3.0,2.1,0.65,0.8533333333333334,0.9795833333333334,2238.68,344.9609218447794
200.0,3.0,2.1,0.72,0.84,0.99375,3017.08,486.0986425270767
200.0,3.0,2.1,0.72,0.84,1.0,3046.673333333333,447.3432462388983
200.0,3.0,2.1,0.72,0.85,1.0,3629.846666666667,595.2446442336873
200.0,3.0,2.1,0.72,0.8383333333333334,1.0,3675.9583333333335,606.1417655388511
200.0,3.0,2.1,0.72,0.8433333333333334,0.9995833333333334,3267.028333333333,461.4744205954312
200.0,3.0,2.1,0.78,0.85,1.0,4338.748333333333,664.8463644561468
200.0,3.0,2.1,0.78,0.85,1.0,3607.7283333333335,574.4116739736601
200.0,3.0,2.1,0.78,0.86,1.0,4214.788333333333,677.4483967042968
200.0,3.0,2.1,0.78,0.8516666666666667,1.0,4304.9766666666665,670.7078694351382
200.0,3.0,2.1,0.78,0.8616666666666667,0.9933333333333332,3829.818333333333,648.6178268676829
200.0,3.0,2.1,0.85,0.8716666666666667,1.0,5449.783333333334,541.3333566810339
200.0,3.0,2.1,0.85,0.8566666666666667,1.0,4832.928333333333,800.3957853444896
200.0,3.0,2.1,0.85,0.8566666666666667,1.0,5341.5633333333335,640.0890089059662
200.0,3.0,2.1,0.85,0.86,1.0,5003.991666666667,565.8448329096552
200.0,3.0,2.1,0.85,0.87,1.0,4944.2733333333335,855.9046083660387
200.0,3.0,3.0,0.65,0.8366666666666667,1.0,5554.406666666667,615.1275623442308
200.0,3.0,3.0,0.65,0.825,1.0,4299.555,744.320323275985
200.0,3.0,3.0,0.65,0.8483333333333334,0.9983333333333332,4650.386666666666,714.1116582782338
200.0,3.0,3.0,0.65,0.82,1.0,5356.641666666666,635.4345258145974
200.0,3.0,3.0,0.65,0.8483333333333334,0.9995833333333334,5020.531666666667,495.3732858466992
200.0,3.0,3.0,0.72,0.8533333333333334,0.9995833333333334,5976.355,647.5037752592644
200.0,3.0,3.0,0.72,0.845,1.0,5303.84,583.6166673425288
200.0,3.0,3.0,0.72,0.855,0.9995833333333334,5695.846666666666,467.110161691603
200.0,3.0,3.0,0.72,0.8533333333333334,0.9995833333333334,6784.546666666667,648.2565139065108
200.0,3.0,3.0,0.72,0.8416666666666667,0.9995833333333334,5958.41,733.212205685821
200.0,3.0,3.0,0.78,0.855,0.99875,7260.346666666666,671.0180448310529
200.0,3.0,3.0,0.78,0.8483333333333334,0.9979166666666668,5885.505,594.4586584798532
200.0,3.0,3.0,0.78,0.8633333333333333,1.0,7145.525,668.3086408052794
200.0,3.0,3.0,0.78,0.855,0.9995833333333334,7716.431666666666,642.8142541438822
200.0,3.0,3.0,0.78,0.8466666666666667,0.9970833333333332,7234.743333333333,628.36899254251
200.0,3.0,3.0,0.85,0.8666666666666667,0.9933333333333332,8045.666666666667,635.8403197519187
200.0,3.0,3.0,0.85,0.8483333333333334,0.9983333333333332,7330.876666666667,761.2207135837076
200.0,3.0,3.0,0.85,0.8683333333333333,0.9895833333333334,8212.893333333333,569.7939878782701
200.0,3.0,3.0,0.85,0.86,0.9983333333333332,7631.293333333333,697.6936318725832
200.0,3.0,3.0,0.85,0.8683333333333333,0.99375,7722.196666666667,753.5119185004456
200.0,4.0,0.5,0.65,0.875,0.9516666666666668,1537.89,152.85834804375804
200.0,4.0,0.5,0.65,0.8883333333333333,0.9783333333333334,1868.455,176.2199515047412
200.0,4.0,0.5,0.65,0.8816666666666667,0.9591666666666666,1882.2983333333332,194.82045408671945
200.0,4.0,0.5,0.65,0.85,0.9479166666666666,1820.2916666666667,184.10679852707477
200.0,4.0,0.5,0.65,0.8666666666666667,0.9608333333333332,1818.3833333333332,183.03075257696148
200.0,4.0,0.5,0.72,0.8633333333333333,0.9716666666666668,1792.638333333333,174.19227173027954
200.0,4.0,0.5,0.72,0.8566666666666667,0.9666666666666668,1795.8966666666668,175.87689630976422
200.0,4.0,0.5,0.72,0.8533333333333334,0.96,1705.62,175.8197721152734
200.0,4.0,0.5,0.72,0.8716666666666667,0.9808333333333332,1772.5433333333333,185.5519463354909
200.0,4.0,0.5,0.72,0.8466666666666667,0.96125,1841.7966666666664,179.94840553768614
200.0,4.0,0.5,0.78,0.8483333333333334,0.9675,1774.3316666666667,186.09330544260737
200.0,4.0,0.5,0.78,0.8416666666666667,0.965,1576.155,158.44633468464963
200.0,4.0,0.5,0.78,0.8683333333333333,0.9733333333333334,1821.505,187.62140063169767
200.0,4.0,0.5,0.78,0.85,0.9666666666666668,1673.565,172.75153383303626
200.0,4.0,0.5,0.78,0.875,0.9679166666666666,1740.145,175.20936231168318
200.0,4.0,0.5,0.85,0.8633333333333333,0.9575,1598.6416666666669,161.2163761240016
200.0,4.0,0.5,0.85,0.86,0.98125,1964.3266666666664,188.0873200286387
200.0,4.0,0.5,0.85,0.8716666666666667,0.975,2000.0083333333332,210.9665572167515
200.0,4.0,0.5,0.85,0.8616666666666667,0.9595833333333332,1882.935,193.62593862479616
200.0,4.0,0.5,0.85,0.8816666666666667,0.9679166666666666,1921.3916666666669,197.13232002191376
200.0,4.0,1.3,0.65,0.8816666666666667,0.9954166666666666,2217.843333333333,224.61184768890132
200.0,4.0,1.3,0.65,0.8533333333333334,0.9691666666666666,1668.1733333333334,184.3915669317758
200.0,4.0,1.3,0.65,0.88,0.9945833333333334,2255.2,251.41355041710327
200.0,4.0,1.3,0.65,0.87,0.9983333333333332,2303.475,255.3484730879222
200.0,4.0,1.3,0.65,0.8616666666666667,0.9833333333333332,1909.925,227.90134424424383
200.0,4.0,1.3,0.72,0.8766666666666667,0.9995833333333334,2520.0666666666666,319.7328763549695
200.0,4.0,1.3,0.72,0.85,0.995,2435.8616666666667,336.2127836116421
200.0,4.0,1.3,0.72,0.8616666666666667,0.9904166666666666,2577.605,323.6705922822358
200.0,4.0,1.3,0.72,0.8583333333333333,0.99875,2417.7533333333336,307.4954565879344
200.0,4.0,1.3,0.72,0.8866666666666667,0.9945833333333334,2630.01,316.71640821614113
200.0,4.0,1.3,0.78,0.8666666666666667,0.9975,2168.135,278.8881259125243
200.0,4.0,1.3,0.78,0.8566666666666667,1.0,3031.968333333333,396.0556787421296
200.0,4.0,1.3,0.78,0.865,0.9995833333333334,3165.688333333333,411.2821106376444
200.0,4.0,1.3,0.78,0.8633333333333333,0.9945833333333334,3062.778333333333,405.8695511251806
200.0,4.0,1.3,0.78,0.8816666666666667,0.9954166666666666,3211.2233333333334,459.9534325583648
200.0,4.0,1.3,0.85,0.88,1.0,3629.7083333333335,471.5084657393639
200.0,4.0,1.3,0.85,0.855,0.9958333333333332,2342.0716666666667,303.00979059631425
200.0,4.0,1.3,0.85,0.8816666666666667,0.9983333333333332,3724.96,522.4428119261795
200.0,4.0,1.3,0.85,0.8816666666666667,0.99875,3514.485,460.2880907015373
200.0,4.0,1.3,0.85,0.845,0.9995833333333334,3106.9483333333333,453.9797928658891
200.0,4.0,2.1,0.65,0.84,0.9991666666666666,4002.565,558.3239493713902
200.0,4.0,2.1,0.65,0.8583333333333333,0.985,2725.1216666666664,390.3009396998111
200.0,4.0,2.1,0.65,0.8466666666666667,0.9983333333333332,3886.53,588.3438046188073
200.0,4.0,2.1,0.65,0.8516666666666667,0.9995833333333334,4517.366666666667,527.9444373121937
200.0,4.0,2.1,0.65,0.825,0.9958333333333332,3310.9566666666665,517.9498381010355
200.0,4.0,2.1,0.72,0.85,1.0,4979.43,639.7678160343277
200.0,4.0,2.1,0.72,0.8216666666666667,0.9995833333333334,5130.718333333333,968.3515764761728
200.0,4.0,2.1,0.72,0.855,0.99875,4986.513333333333,663.4172968970753
200.0,4.0,2.1,0.72,0.8366666666666667,1.0,5101.203333333333,835.1838132943483
200.0,4.0,2.1,0.72,0.845,1.0,5291.2266666666665,754.6584118806483
200.0,4.0,2.1,0.78,0.8333333333333334,0.9995833333333334,5664.451666666667,691.1594155214041
200.0,4.0,2.1,0.78,0.8483333333333334,0.9991666666666666,5895.27,831.9669627455166
200.0,4.0,2.1,0.78,0.8416666666666667,0.9995833333333334,6207.06,774.3291804738689
200.0,4.0,2.1,0.78,0.845,1.0,6457.69,904.6496709960898
200.0,4.0,2.1,0.78,0.8216666666666667,1.0,5655.671666666667,778.0495745969889
200.0,4.0,2.1,0.85,0.8583333333333333,0.99875,7677.488333333334,963.1761901112496
200.0,4.0,2.1,0.85,0.845,1.0,5376.45,712.1175728066258
200.0,4.0,2.1,0.85,0.85,1.0,7659.676666666666,866.8767975452004
200.0,4.0,2.1,0.85,0.8566666666666667,1.0,7642.501666666667,778.3270178169898
200.0,4.0,2.1,0.85,0.85,0.9995833333333334,7126.9783333333335,827.0723857058838
200.0,4.0,3.0,0.65,0.8516666666666667,1.0,7688.946666666667,1020.387779468614
200.0,4.0,3.0,0.65,0.8466666666666667,1.0,5609.581666666667,728.5084213632827
200.0,4.0,3.0,0.65,0.8416666666666667,0.9995833333333334,5909.461666666667,669.8728176780193
200.0,4.0,3.0,0.65,0.8583333333333333,1.0,7107.681666666666,938.8962795026345
200.0,4.0,3.0,0.65,0.855,1.0,6808.826666666667,891.903823265466
200.0,4.0,3.0,0.72,0.8466666666666667,0.9979166666666668,7963.263333333333,1093.186465028827
200.0,4.0,3.0,0.72,0.8766666666666667,1.0,6814.071666666667,683.1894831332585
200.0,4.0,3.0,0.72,0.8866666666666667,0.9995833333333334,7149.985,617.8119925255039
200.0,4.0,3.0,0.72,0.855,1.0,7002.503333333333,811.4509288853448
200.0,4.0,3.0,0.72,0.8583333333333333,0.9975,8884.486666666666,1228.1915267941272
200.0,4.0,3.0,0.78,0.8666666666666667,0.9991666666666666,9400.556666666667,1146.7392845755694
200.0,4.0,3.0,0.78,0.8566666666666667,0.9983333333333332,9077.78,1141.5178192214082
200.0,4.0,3.0,0.78,0.87,0.9979166666666668,9549.105,1196.74712894649
200.0,4.0,3.0,0.78,0.87,0.9970833333333332,9981.315,1761.3436998803877
200.0,4.0,3.0,0.78,0.8616666666666667,0.99875,9046.138333333334,1087.0828544920373
200.0,4.0,3.0,0.85,0.8483333333333334,0.9904166666666666,11195.573333333334,1335.150889583479
200.0,4.0,3.0,0.85,0.8666666666666667,0.99875,9687.958333333334,1205.8060388237773
200.0,4.0,3.0,0.85,0.865,0.9920833333333332,11812.496666666666,1755.181419869626
200.0,4.0,3.0,0.85,0.8416666666666667,0.9941666666666666,10199.706666666669,1192.3770700952316
200.0,4.0,3.0,0.85,0.865,0.9858333333333332,10015.571666666669,1252.201681651385
200.0,5.0,0.5,0.65,0.8816666666666667,0.9783333333333334,2341.093333333333,213.1068697990648
200.0,5.0,0.5,0.65,0.8833333333333333,0.9625,2077.54,203.85463382845467
200.0,5.0,0.5,0.65,0.8716666666666667,0.9633333333333334,2060.605,192.0611334315197
200.0,5.0,0.5,0.65,0.8583333333333333,0.9579166666666666,2055.1116666666667,204.4212135042632
200.0,5.0,0.5,0.65,0.8816666666666667,0.9741666666666666,2016.435,180.71034588073076
200.0,5.0,0.5,0.72,0.8666666666666667,0.98875,2227.1383333333333,203.40148114149892
200.0,5.0,0.5,0.72,0.8783333333333333,0.95625,2089.4766666666665,208.9145186965765
200.0,5.0,0.5,0.72,0.875,0.9733333333333334,2296.3566666666666,215.16504391332305
200.0,5.0,0.5,0.72,0.8833333333333333,0.9629166666666666,2098.0816666666665,198.68947715104483
200.0,5.0,0.5,0.72,0.8616666666666667,0.97,2384.025,229.96705787641267
200.0,5.0,0.5,0.78,0.885,0.9841666666666666,2169.03,187.9158564357995
200.0,5.0,0.5,0.78,0.8916666666666667,0.98125,2055.5783333333334,192.657815475752
200.0,5.0,0.5,0.78,0.8966666666666666,0.9633333333333334,2067.0816666666665,192.4623815984712
