n_neu,c_ie,L,pneu_e,tau,acc,acc_train,mean,mean_train,num_spikes,std_spikes
1000.0,0.2,3.0,0.9,200.0,0.875,0.999,0.014,0.0,9633.0,1431.0
1000.0,0.2,3.0,0.9,200.0,0.883,0.999,0.018,0.001,9373.0,1629.0
1000.0,0.3,2.0,0.7,10.0,0.605,0.682,0.02,0.003,329.0,14.0
1000.0,0.3,2.0,0.7,10.0,0.596,0.685,0.017,0.011,412.0,21.0
1000.0,0.3,2.0,0.7,10.0,0.483,0.559,0.019,0.003,246.0,11.0
1000.0,0.3,2.0,0.7,10.0,0.553,0.64,0.015,0.005,315.0,16.0
1000.0,0.3,2.0,0.7,10.0,0.564,0.664,0.01,0.006,410.0,18.0
1000.0,0.3,2.0,0.7,20.0,0.805,0.892,0.019,0.003,548.0,90.0
1000.0,0.3,2.0,0.7,20.0,0.81,0.9,0.011,0.004,566.0,100.0
1000.0,0.3,2.0,0.7,20.0,0.798,0.886,0.011,0.004,587.0,95.0
1000.0,0.3,2.0,0.7,20.0,0.822,0.916,0.009,0.007,592.0,101.0
1000.0,0.3,2.0,0.7,20.0,0.815,0.907,0.01,0.004,612.0,99.0
1000.0,0.3,2.0,0.7,30.0,0.87,0.951,0.01,0.005,966.0,154.0
1000.0,0.3,2.0,0.7,30.0,0.868,0.946,0.012,0.004,1060.0,159.0
1000.0,0.3,2.0,0.7,30.0,0.868,0.955,0.009,0.001,1079.0,164.0
1000.0,0.3,2.0,0.7,30.0,0.861,0.95,0.009,0.002,1033.0,154.0
1000.0,0.3,2.0,0.7,30.0,0.857,0.948,0.008,0.005,992.0,179.0
1000.0,0.3,2.0,0.7,80.0,0.888,0.979,0.009,0.004,2025.0,242.0
1000.0,0.3,2.0,0.7,80.0,0.877,0.982,0.012,0.002,1881.0,234.0
1000.0,0.3,2.0,0.7,80.0,0.887,0.985,0.012,0.005,1955.0,211.0
1000.0,0.3,2.0,0.7,80.0,0.883,0.981,0.015,0.002,1919.0,208.0
1000.0,0.3,2.0,0.7,80.0,0.875,0.973,0.008,0.009,1657.0,177.0
1000.0,0.3,2.0,0.7,120.0,0.878,0.97,0.015,0.011,1932.0,220.0
1000.0,0.3,2.0,0.7,120.0,0.89,0.977,0.013,0.01,2344.0,242.0
1000.0,0.3,2.0,0.7,120.0,0.878,0.98,0.014,0.003,1872.0,213.0
1000.0,0.3,2.0,0.7,120.0,0.88,0.988,0.005,0.001,2404.0,251.0
1000.0,0.3,2.0,0.7,120.0,0.883,0.988,0.011,0.003,1993.0,188.0
1000.0,0.3,2.0,0.7,200.0,0.898,0.979,0.008,0.009,2455.0,269.0
1000.0,0.3,2.0,0.7,200.0,0.875,0.973,0.013,0.01,2393.0,258.0
1000.0,0.3,2.0,0.7,200.0,0.881,0.985,0.011,0.004,2624.0,262.0
1000.0,0.3,2.0,0.7,200.0,0.873,0.973,0.014,0.008,2400.0,267.0
1000.0,0.3,2.0,0.7,200.0,0.894,0.985,0.018,0.005,2458.0,256.0
1000.0,0.3,2.0,0.75,10.0,0.538,0.628,0.025,0.006,361.0,17.0
1000.0,0.3,2.0,0.75,10.0,0.532,0.598,0.015,0.009,311.0,12.0
1000.0,0.3,2.0,0.75,10.0,0.665,0.752,0.021,0.009,391.0,16.0
1000.0,0.3,2.0,0.75,10.0,0.559,0.654,0.034,0.007,336.0,20.0
1000.0,0.3,2.0,0.75,10.0,0.505,0.585,0.014,0.005,270.0,15.0
1000.0,0.3,2.0,0.75,20.0,0.834,0.934,0.015,0.005,824.0,115.0
1000.0,0.3,2.0,0.75,20.0,0.835,0.927,0.01,0.004,635.0,98.0
1000.0,0.3,2.0,0.75,20.0,0.833,0.924,0.017,0.004,585.0,97.0
1000.0,0.3,2.0,0.75,20.0,0.832,0.926,0.02,0.007,649.0,94.0
1000.0,0.3,2.0,0.75,20.0,0.845,0.926,0.013,0.006,651.0,104.0
1000.0,0.3,2.0,0.75,30.0,0.874,0.956,0.012,0.007,911.0,154.0
1000.0,0.3,2.0,0.75,30.0,0.864,0.951,0.015,0.002,879.0,154.0
1000.0,0.3,2.0,0.75,30.0,0.86,0.952,0.016,0.003,939.0,150.0
1000.0,0.3,2.0,0.75,30.0,0.878,0.958,0.006,0.007,1173.0,174.0
1000.0,0.3,2.0,0.75,30.0,0.874,0.961,0.007,0.003,942.0,155.0
1000.0,0.3,2.0,0.75,80.0,0.885,0.984,0.007,0.004,1987.0,216.0
1000.0,0.3,2.0,0.75,80.0,0.889,0.98,0.011,0.005,1928.0,208.0
1000.0,0.3,2.0,0.75,80.0,0.869,0.975,0.015,0.002,1864.0,213.0
1000.0,0.3,2.0,0.75,80.0,0.89,0.973,0.021,0.006,1801.0,192.0
1000.0,0.3,2.0,0.75,80.0,0.896,0.978,0.012,0.002,1904.0,208.0
1000.0,0.3,2.0,0.75,120.0,0.868,0.987,0.011,0.003,2210.0,231.0
1000.0,0.3,2.0,0.75,120.0,0.885,0.99,0.011,0.002,2101.0,217.0
1000.0,0.3,2.0,0.75,120.0,0.878,0.975,0.008,0.003,1896.0,211.0
1000.0,0.3,2.0,0.75,120.0,0.879,0.981,0.01,0.003,1887.0,215.0
1000.0,0.3,2.0,0.75,120.0,0.888,0.991,0.018,0.002,2405.0,256.0
1000.0,0.3,2.0,0.75,200.0,0.882,0.988,0.011,0.006,2206.0,222.0
1000.0,0.3,2.0,0.75,200.0,0.883,0.982,0.015,0.006,2074.0,202.0
1000.0,0.3,2.0,0.75,200.0,0.877,0.993,0.01,0.004,2395.0,271.0
1000.0,0.3,2.0,0.75,200.0,0.886,0.984,0.005,0.005,2552.0,256.0
1000.0,0.3,2.0,0.75,200.0,0.889,0.99,0.012,0.002,2526.0,254.0
1000.0,0.3,2.0,0.8,10.0,0.518,0.591,0.013,0.004,327.0,13.0
1000.0,0.3,2.0,0.8,10.0,0.558,0.624,0.018,0.004,335.0,11.0
1000.0,0.3,2.0,0.8,10.0,0.551,0.646,0.015,0.007,373.0,20.0
1000.0,0.3,2.0,0.8,10.0,0.588,0.672,0.026,0.004,346.0,20.0
1000.0,0.3,2.0,0.8,10.0,0.565,0.666,0.02,0.005,357.0,27.0
1000.0,0.3,2.0,0.8,20.0,0.829,0.928,0.011,0.008,567.0,95.0
1000.0,0.3,2.0,0.8,20.0,0.842,0.928,0.02,0.006,786.0,134.0
1000.0,0.3,2.0,0.8,20.0,0.835,0.924,0.021,0.003,704.0,113.0
1000.0,0.3,2.0,0.8,20.0,0.827,0.911,0.013,0.002,697.0,115.0
1000.0,0.3,2.0,0.8,20.0,0.828,0.922,0.013,0.003,603.0,98.0
1000.0,0.3,2.0,0.8,30.0,0.872,0.956,0.006,0.003,966.0,164.0
1000.0,0.3,2.0,0.8,30.0,0.873,0.949,0.008,0.006,1158.0,202.0
1000.0,0.3,2.0,0.8,30.0,0.857,0.946,0.006,0.006,822.0,130.0
1000.0,0.3,2.0,0.8,30.0,0.866,0.956,0.009,0.006,1007.0,159.0
1000.0,0.3,2.0,0.8,30.0,0.873,0.955,0.01,0.002,1066.0,173.0
1000.0,0.3,2.0,0.8,80.0,0.879,0.979,0.011,0.004,2072.0,230.0
1000.0,0.3,2.0,0.8,80.0,0.884,0.971,0.013,0.006,2059.0,234.0
1000.0,0.3,2.0,0.8,80.0,0.891,0.989,0.006,0.002,2014.0,213.0
1000.0,0.3,2.0,0.8,80.0,0.873,0.971,0.016,0.005,1757.0,191.0
1000.0,0.3,2.0,0.8,80.0,0.875,0.977,0.01,0.005,1978.0,240.0
1000.0,0.3,2.0,0.8,120.0,0.878,0.963,0.011,0.01,2256.0,243.0
1000.0,0.3,2.0,0.8,120.0,0.87,0.982,0.012,0.003,2165.0,245.0
1000.0,0.3,2.0,0.8,120.0,0.875,0.971,0.007,0.012,2380.0,275.0
1000.0,0.3,2.0,0.8,120.0,0.87,0.984,0.004,0.004,2423.0,275.0
1000.0,0.3,2.0,0.8,120.0,0.875,0.981,0.006,0.004,2091.0,237.0
1000.0,0.3,2.0,0.8,200.0,0.878,0.984,0.014,0.008,2564.0,282.0
1000.0,0.3,2.0,0.8,200.0,0.895,0.986,0.011,0.007,2399.0,253.0
1000.0,0.3,2.0,0.8,200.0,0.883,0.989,0.01,0.005,2341.0,267.0
1000.0,0.3,2.0,0.8,200.0,0.875,0.981,0.01,0.007,2234.0,249.0
1000.0,0.3,2.0,0.8,200.0,0.879,0.996,0.004,0.002,2610.0,269.0
1000.0,0.3,2.0,0.85,10.0,0.551,0.621,0.026,0.007,337.0,16.0
1000.0,0.3,2.0,0.85,10.0,0.601,0.68,0.008,0.005,358.0,17.0
1000.0,0.3,2.0,0.85,10.0,0.507,0.586,0.023,0.011,294.0,14.0
1000.0,0.3,2.0,0.85,10.0,0.494,0.573,0.023,0.007,243.0,11.0
1000.0,0.3,2.0,0.85,10.0,0.557,0.639,0.013,0.008,356.0,11.0
1000.0,0.3,2.0,0.85,20.0,0.838,0.921,0.021,0.004,628.0,110.0
1000.0,0.3,2.0,0.85,20.0,0.823,0.905,0.019,0.015,569.0,89.0
1000.0,0.3,2.0,0.85,20.0,0.83,0.927,0.013,0.005,647.0,118.0
1000.0,0.3,2.0,0.85,20.0,0.809,0.896,0.021,0.003,559.0,78.0
1000.0,0.3,2.0,0.85,20.0,0.843,0.937,0.013,0.002,688.0,107.0
1000.0,0.3,2.0,0.85,30.0,0.881,0.969,0.005,0.004,967.0,175.0
1000.0,0.3,2.0,0.85,30.0,0.867,0.962,0.014,0.003,1157.0,176.0
1000.0,0.3,2.0,0.85,30.0,0.878,0.961,0.004,0.005,1188.0,177.0
1000.0,0.3,2.0,0.85,30.0,0.876,0.964,0.012,0.003,1287.0,230.0
1000.0,0.3,2.0,0.85,30.0,0.866,0.969,0.007,0.005,1168.0,226.0
1000.0,0.3,2.0,0.85,80.0,0.884,0.981,0.008,0.006,2113.0,242.0
1000.0,0.3,2.0,0.85,80.0,0.888,0.99,0.003,0.003,2113.0,249.0
1000.0,0.3,2.0,0.85,80.0,0.875,0.976,0.013,0.004,1955.0,199.0
1000.0,0.3,2.0,0.85,80.0,0.892,0.99,0.014,0.002,2114.0,242.0
1000.0,0.3,2.0,0.85,80.0,0.879,0.989,0.01,0.005,2218.0,271.0
1000.0,0.3,2.0,0.85,120.0,0.871,0.984,0.008,0.005,2155.0,249.0
1000.0,0.3,2.0,0.85,120.0,0.875,0.978,0.008,0.006,2057.0,245.0
1000.0,0.3,2.0,0.85,120.0,0.864,0.962,0.013,0.009,1960.0,207.0
1000.0,0.3,2.0,0.85,120.0,0.866,0.984,0.016,0.002,2261.0,275.0
1000.0,0.3,2.0,0.85,120.0,0.882,0.988,0.02,0.004,2352.0,251.0
1000.0,0.3,2.0,0.85,200.0,0.88,0.978,0.012,0.011,2981.0,326.0
1000.0,0.3,2.0,0.85,200.0,0.879,0.991,0.012,0.003,2608.0,303.0
1000.0,0.3,2.0,0.85,200.0,0.888,0.994,0.015,0.003,2667.0,277.0
1000.0,0.3,2.0,0.85,200.0,0.886,0.992,0.009,0.004,2534.0,277.0
1000.0,0.3,2.0,0.85,200.0,0.879,0.993,0.011,0.002,2354.0,260.0
1000.0,0.3,2.0,0.9,10.0,0.624,0.724,0.01,0.007,422.0,25.0
1000.0,0.3,2.0,0.9,10.0,0.566,0.658,0.008,0.007,312.0,12.0
1000.0,0.3,2.0,0.9,10.0,0.604,0.678,0.016,0.004,283.0,15.0
1000.0,0.3,2.0,0.9,10.0,0.572,0.642,0.019,0.007,317.0,12.0
1000.0,0.3,2.0,0.9,10.0,0.66,0.748,0.012,0.006,437.0,23.0
1000.0,0.3,2.0,0.9,20.0,0.849,0.932,0.011,0.004,683.0,141.0
1000.0,0.3,2.0,0.9,20.0,0.837,0.939,0.011,0.004,662.0,120.0
1000.0,0.3,2.0,0.9,20.0,0.801,0.909,0.025,0.004,595.0,100.0
1000.0,0.3,2.0,0.9,20.0,0.823,0.916,0.016,0.004,594.0,101.0
1000.0,0.3,2.0,0.9,20.0,0.825,0.925,0.018,0.002,696.0,116.0
1000.0,0.3,2.0,0.9,30.0,0.875,0.971,0.008,0.003,1200.0,195.0
1000.0,0.3,2.0,0.9,30.0,0.888,0.976,0.008,0.003,1285.0,198.0
1000.0,0.3,2.0,0.9,30.0,0.867,0.96,0.007,0.002,1010.0,156.0
1000.0,0.3,2.0,0.9,30.0,0.885,0.966,0.007,0.005,1159.0,194.0
1000.0,0.3,2.0,0.9,30.0,0.881,0.969,0.011,0.003,1027.0,192.0
1000.0,0.3,2.0,0.9,80.0,0.863,0.99,0.017,0.001,2169.0,269.0
1000.0,0.3,2.0,0.9,80.0,0.896,0.977,0.017,0.004,1900.0,221.0
1000.0,0.3,2.0,0.9,80.0,0.866,0.983,0.01,0.007,2039.0,260.0
1000.0,0.3,2.0,0.9,80.0,0.87,0.984,0.009,0.001,2250.0,243.0
1000.0,0.3,2.0,0.9,80.0,0.88,0.993,0.015,0.001,2065.0,271.0
1000.0,0.3,2.0,0.9,120.0,0.883,0.988,0.012,0.005,2357.0,282.0
1000.0,0.3,2.0,0.9,120.0,0.875,0.993,0.009,0.003,2413.0,283.0
1000.0,0.3,2.0,0.9,120.0,0.871,0.976,0.007,0.009,1974.0,241.0
1000.0,0.3,2.0,0.9,120.0,0.861,0.981,0.011,0.005,2185.0,231.0
1000.0,0.3,2.0,0.9,120.0,0.878,0.991,0.006,0.005,2487.0,304.0
1000.0,0.3,2.0,0.9,200.0,0.883,0.994,0.016,0.002,3029.0,377.0
1000.0,0.3,2.0,0.9,200.0,0.88,0.989,0.008,0.005,2879.0,340.0
1000.0,0.3,2.0,0.9,200.0,0.881,0.987,0.009,0.006,2781.0,332.0
1000.0,0.3,2.0,0.9,200.0,0.875,0.991,0.007,0.004,2536.0,303.0
1000.0,0.3,2.0,0.9,200.0,0.877,0.996,0.011,0.002,2644.0,291.0
1000.0,0.3,3.0,0.7,10.0,0.694,0.807,0.015,0.009,444.0,41.0
1000.0,0.3,3.0,0.7,10.0,0.677,0.783,0.015,0.009,464.0,38.0
1000.0,0.3,3.0,0.7,10.0,0.672,0.785,0.008,0.005,401.0,29.0
1000.0,0.3,3.0,0.7,10.0,0.517,0.593,0.02,0.004,301.0,15.0
1000.0,0.3,3.0,0.7,10.0,0.646,0.756,0.02,0.007,377.0,35.0
1000.0,0.3,3.0,0.7,20.0,0.853,0.966,0.004,0.006,640.0,116.0
1000.0,0.3,3.0,0.7,20.0,0.856,0.972,0.019,0.002,762.0,114.0
1000.0,0.3,3.0,0.7,20.0,0.872,0.976,0.007,0.003,985.0,142.0
1000.0,0.3,3.0,0.7,20.0,0.836,0.945,0.007,0.012,747.0,114.0
1000.0,0.3,3.0,0.7,20.0,0.848,0.97,0.008,0.003,1010.0,151.0
1000.0,0.3,3.0,0.7,30.0,0.877,0.981,0.008,0.002,1231.0,182.0
1000.0,0.3,3.0,0.7,30.0,0.866,0.995,0.008,0.002,1320.0,182.0
1000.0,0.3,3.0,0.7,30.0,0.867,0.983,0.004,0.002,1239.0,179.0
1000.0,0.3,3.0,0.7,30.0,0.875,0.983,0.006,0.004,1067.0,146.0
1000.0,0.3,3.0,0.7,30.0,0.885,0.982,0.014,0.004,1218.0,162.0
1000.0,0.3,3.0,0.7,80.0,0.856,0.955,0.02,0.018,2019.0,250.0
1000.0,0.3,3.0,0.7,80.0,0.859,0.998,0.02,0.002,2305.0,346.0
1000.0,0.3,3.0,0.7,80.0,0.87,0.971,0.012,0.011,2393.0,273.0
1000.0,0.3,3.0,0.7,80.0,0.868,0.996,0.018,0.001,2144.0,284.0
1000.0,0.3,3.0,0.7,80.0,0.874,0.988,0.012,0.005,2533.0,333.0
1000.0,0.3,3.0,0.7,120.0,0.852,0.998,0.02,0.001,3674.0,626.0
1000.0,0.3,3.0,0.7,120.0,0.873,0.99,0.009,0.003,3165.0,447.0
1000.0,0.3,3.0,0.7,120.0,0.866,0.999,0.009,0.001,4487.0,690.0
1000.0,0.3,3.0,0.7,120.0,0.873,0.985,0.017,0.007,2864.0,356.0
1000.0,0.3,3.0,0.7,120.0,0.86,0.998,0.019,0.001,3013.0,428.0
1000.0,0.3,3.0,0.7,200.0,0.865,0.998,0.01,0.001,4475.0,815.0
1000.0,0.3,3.0,0.7,200.0,0.851,0.996,0.011,0.002,4519.0,751.0
1000.0,0.3,3.0,0.7,200.0,0.859,0.991,0.018,0.004,3435.0,444.0
1000.0,0.3,3.0,0.7,200.0,0.843,1.0,0.013,0.0,4593.0,883.0
1000.0,0.3,3.0,0.7,200.0,0.858,0.997,0.015,0.001,3093.0,503.0
1000.0,0.3,3.0,0.75,10.0,0.722,0.829,0.017,0.004,437.0,42.0
1000.0,0.3,3.0,0.75,10.0,0.592,0.698,0.017,0.01,269.0,34.0
1000.0,0.3,3.0,0.75,10.0,0.59,0.683,0.032,0.005,340.0,20.0
1000.0,0.3,3.0,0.75,10.0,0.73,0.867,0.02,0.007,511.0,59.0
1000.0,0.3,3.0,0.75,10.0,0.65,0.754,0.012,0.006,359.0,39.0
1000.0,0.3,3.0,0.75,20.0,0.842,0.954,0.01,0.004,671.0,113.0
1000.0,0.3,3.0,0.75,20.0,0.847,0.988,0.014,0.002,1117.0,200.0
1000.0,0.3,3.0,0.75,20.0,0.862,0.97,0.012,0.003,929.0,136.0
1000.0,0.3,3.0,0.75,20.0,0.865,0.968,0.012,0.005,906.0,128.0
1000.0,0.3,3.0,0.75,20.0,0.842,0.961,0.013,0.005,838.0,140.0
1000.0,0.3,3.0,0.75,30.0,0.871,0.994,0.015,0.001,1362.0,182.0
1000.0,0.3,3.0,0.75,30.0,0.869,0.973,0.019,0.008,1447.0,209.0
1000.0,0.3,3.0,0.75,30.0,0.865,0.98,0.005,0.003,1442.0,248.0
1000.0,0.3,3.0,0.75,30.0,0.865,0.996,0.01,0.001,1427.0,191.0
1000.0,0.3,3.0,0.75,30.0,0.862,0.971,0.005,0.003,1000.0,158.0
1000.0,0.3,3.0,0.75,80.0,0.865,0.998,0.017,0.001,2898.0,389.0
1000.0,0.3,3.0,0.75,80.0,0.884,0.999,0.008,0.001,2896.0,405.0
1000.0,0.3,3.0,0.75,80.0,0.862,0.999,0.014,0.001,3374.0,477.0
1000.0,0.3,3.0,0.75,80.0,0.869,0.988,0.013,0.006,3149.0,486.0
1000.0,0.3,3.0,0.75,80.0,0.876,0.999,0.014,0.001,3857.0,548.0
1000.0,0.3,3.0,0.75,120.0,0.85,1.0,0.016,0.0,5470.0,1094.0
1000.0,0.3,3.0,0.75,120.0,0.859,0.996,0.011,0.001,3454.0,573.0
1000.0,0.3,3.0,0.75,120.0,0.852,1.0,0.012,0.0,4684.0,974.0
1000.0,0.3,3.0,0.75,120.0,0.835,1.0,0.014,0.0,5618.0,987.0
1000.0,0.3,3.0,0.75,120.0,0.862,0.995,0.01,0.001,3689.0,564.0
1000.0,0.3,3.0,0.75,200.0,0.85,1.0,0.012,0.0,6549.0,851.0
1000.0,0.3,3.0,0.75,200.0,0.847,1.0,0.013,0.0,4840.0,849.0
1000.0,0.3,3.0,0.75,200.0,0.84,1.0,0.009,0.0,6336.0,1098.0
1000.0,0.3,3.0,0.75,200.0,0.86,0.997,0.01,0.001,3462.0,508.0
1000.0,0.3,3.0,0.75,200.0,0.844,1.0,0.016,0.0,4760.0,746.0
1000.0,0.3,3.0,0.8,10.0,0.584,0.662,0.025,0.02,248.0,16.0
1000.0,0.3,3.0,0.8,10.0,0.699,0.819,0.017,0.01,681.0,119.0
1000.0,0.3,3.0,0.8,10.0,0.742,0.855,0.016,0.007,605.0,117.0
1000.0,0.3,3.0,0.8,10.0,0.709,0.852,0.024,0.004,422.0,56.0
1000.0,0.3,3.0,0.8,10.0,0.651,0.766,0.016,0.008,460.0,27.0
1000.0,0.3,3.0,0.8,20.0,0.873,0.977,0.011,0.006,1073.0,149.0
1000.0,0.3,3.0,0.8,20.0,0.857,0.983,0.004,0.001,1014.0,150.0
1000.0,0.3,3.0,0.8,20.0,0.845,0.97,0.011,0.005,1134.0,216.0
1000.0,0.3,3.0,0.8,20.0,0.856,0.978,0.01,0.005,1066.0,156.0
1000.0,0.3,3.0,0.8,20.0,0.855,0.964,0.014,0.002,855.0,132.0
1000.0,0.3,3.0,0.8,30.0,0.853,0.997,0.015,0.001,1958.0,289.0
1000.0,0.3,3.0,0.8,30.0,0.863,0.984,0.013,0.004,1554.0,208.0
1000.0,0.3,3.0,0.8,30.0,0.859,0.979,0.01,0.002,1317.0,184.0
1000.0,0.3,3.0,0.8,30.0,0.852,1.0,0.006,0.0,2503.0,503.0
1000.0,0.3,3.0,0.8,30.0,0.88,0.995,0.013,0.002,1507.0,252.0
1000.0,0.3,3.0,0.8,80.0,0.864,0.998,0.006,0.001,4326.0,684.0
1000.0,0.3,3.0,0.8,80.0,0.876,0.997,0.002,0.002,3789.0,555.0
1000.0,0.3,3.0,0.8,80.0,0.887,0.999,0.007,0.001,5362.0,745.0
1000.0,0.3,3.0,0.8,80.0,0.846,0.993,0.01,0.002,2496.0,441.0
1000.0,0.3,3.0,0.8,80.0,0.848,0.999,0.018,0.0,5344.0,768.0
1000.0,0.3,3.0,0.8,120.0,0.87,1.0,0.011,0.0,5598.0,957.0
1000.0,0.3,3.0,0.8,120.0,0.856,0.998,0.007,0.001,4925.0,1030.0
1000.0,0.3,3.0,0.8,120.0,0.856,1.0,0.01,0.0,5609.0,1126.0
1000.0,0.3,3.0,0.8,120.0,0.862,1.0,0.015,0.0,5235.0,1054.0
1000.0,0.3,3.0,0.8,120.0,0.849,1.0,0.014,0.0,5540.0,1042.0
1000.0,0.3,3.0,0.8,200.0,0.847,1.0,0.018,0.0,6387.0,991.0
1000.0,0.3,3.0,0.8,200.0,0.84,1.0,0.021,0.0,7930.0,1206.0
1000.0,0.3,3.0,0.8,200.0,0.84,1.0,0.019,0.0,6459.0,1141.0
1000.0,0.3,3.0,0.8,200.0,0.842,1.0,0.016,0.0,6083.0,1058.0
1000.0,0.3,3.0,0.8,200.0,0.835,1.0,0.012,0.0,6916.0,968.0
1000.0,0.3,3.0,0.85,10.0,0.719,0.836,0.024,0.007,410.0,47.0
1000.0,0.3,3.0,0.85,10.0,0.694,0.796,0.027,0.011,338.0,43.0
1000.0,0.3,3.0,0.85,10.0,0.71,0.829,0.015,0.005,398.0,39.0
1000.0,0.3,3.0,0.85,10.0,0.744,0.897,0.007,0.007,568.0,93.0
1000.0,0.3,3.0,0.85,10.0,0.473,0.563,0.024,0.009,296.0,15.0
1000.0,0.3,3.0,0.85,20.0,0.844,0.998,0.005,0.0,2262.0,698.0
1000.0,0.3,3.0,0.85,20.0,0.83,0.983,0.017,0.002,1230.0,213.0
1000.0,0.3,3.0,0.85,20.0,0.827,0.958,0.01,0.003,867.0,169.0
1000.0,0.3,3.0,0.85,20.0,0.832,0.968,0.016,0.004,900.0,182.0
1000.0,0.3,3.0,0.85,20.0,0.835,0.989,0.016,0.002,1491.0,427.0
1000.0,0.3,3.0,0.85,30.0,0.833,1.0,0.015,0.0,2230.0,441.0
1000.0,0.3,3.0,0.85,30.0,0.863,0.947,0.01,0.006,1435.0,237.0
1000.0,0.3,3.0,0.85,30.0,0.877,0.993,0.015,0.001,1266.0,197.0
1000.0,0.3,3.0,0.85,30.0,0.865,1.0,0.01,0.0,3164.0,484.0
1000.0,0.3,3.0,0.85,30.0,0.861,1.0,0.01,0.0,2755.0,342.0
1000.0,0.3,3.0,0.85,80.0,0.877,1.0,0.009,0.0,5593.0,730.0
1000.0,0.3,3.0,0.85,80.0,0.852,1.0,0.014,0.0,4949.0,972.0
1000.0,0.3,3.0,0.85,80.0,0.86,1.0,0.011,0.0,6811.0,889.0
1000.0,0.3,3.0,0.85,80.0,0.877,1.0,0.023,0.0,6355.0,829.0
1000.0,0.3,3.0,0.85,80.0,0.888,1.0,0.013,0.0,5111.0,631.0
1000.0,0.3,3.0,0.85,120.0,0.861,1.0,0.014,0.0,5925.0,1107.0
1000.0,0.3,3.0,0.85,120.0,0.852,0.999,0.011,0.001,5771.0,954.0
1000.0,0.3,3.0,0.85,120.0,0.873,1.0,0.004,0.0,7276.0,1063.0
1000.0,0.3,3.0,0.85,120.0,0.855,1.0,0.012,0.0,7839.0,1023.0
1000.0,0.3,3.0,0.85,120.0,0.86,1.0,0.014,0.0,6575.0,1151.0
1000.0,0.3,3.0,0.85,200.0,0.845,1.0,0.016,0.0,6591.0,965.0
1000.0,0.3,3.0,0.85,200.0,0.838,1.0,0.011,0.0,7473.0,911.0
1000.0,0.3,3.0,0.85,200.0,0.84,1.0,0.008,0.0,5954.0,1035.0
1000.0,0.3,3.0,0.85,200.0,0.845,1.0,0.012,0.0,8842.0,1128.0
1000.0,0.3,3.0,0.85,200.0,0.831,1.0,0.024,0.0,8993.0,1209.0
1000.0,0.3,3.0,0.9,10.0,0.72,0.891,0.012,0.013,1570.0,792.0
1000.0,0.3,3.0,0.9,10.0,0.702,0.869,0.017,0.004,1188.0,585.0
1000.0,0.3,3.0,0.9,10.0,0.715,0.828,0.011,0.004,427.0,64.0
1000.0,0.3,3.0,0.9,10.0,0.688,0.795,0.016,0.011,728.0,479.0
1000.0,0.3,3.0,0.9,10.0,0.649,0.728,0.024,0.006,331.0,23.0
1000.0,0.3,3.0,0.9,20.0,0.83,0.986,0.013,0.004,3106.0,1057.0
1000.0,0.3,3.0,0.9,20.0,0.823,0.981,0.017,0.003,2163.0,990.0
1000.0,0.3,3.0,0.9,20.0,0.82,0.991,0.016,0.003,3396.0,754.0
1000.0,0.3,3.0,0.9,20.0,0.842,0.986,0.029,0.002,3153.0,885.0
1000.0,0.3,3.0,0.9,20.0,0.835,0.972,0.014,0.006,1124.0,171.0
1000.0,0.3,3.0,0.9,30.0,0.877,1.0,0.017,0.0,3662.0,595.0
1000.0,0.3,3.0,0.9,30.0,0.885,0.998,0.011,0.001,4326.0,424.0
1000.0,0.3,3.0,0.9,30.0,0.892,0.999,0.016,0.0,5038.0,391.0
1000.0,0.3,3.0,0.9,30.0,0.846,0.998,0.014,0.001,3099.0,629.0
1000.0,0.3,3.0,0.9,30.0,0.851,0.996,0.01,0.001,2110.0,754.0
1000.0,0.3,3.0,0.9,80.0,0.88,1.0,0.01,0.0,7138.0,968.0
1000.0,0.3,3.0,0.9,80.0,0.854,1.0,0.027,0.0,7527.0,1085.0
1000.0,0.3,3.0,0.9,80.0,0.891,1.0,0.01,0.0,7470.0,922.0
1000.0,0.3,3.0,0.9,80.0,0.87,1.0,0.011,0.0,7124.0,987.0
1000.0,0.3,3.0,0.9,80.0,0.881,1.0,0.019,0.0,8813.0,1228.0
1000.0,0.3,3.0,0.9,120.0,0.864,1.0,0.006,0.0,8936.0,1286.0
1000.0,0.3,3.0,0.9,120.0,0.857,1.0,0.011,0.0,8045.0,1227.0
1000.0,0.3,3.0,0.9,120.0,0.873,1.0,0.009,0.0,10540.0,1784.0
1000.0,0.3,3.0,0.9,120.0,0.85,1.0,0.015,0.0,7423.0,875.0
1000.0,0.3,3.0,0.9,120.0,0.885,1.0,0.01,0.0,8047.0,872.0
1000.0,0.3,3.0,0.9,200.0,0.858,1.0,0.007,0.0,9598.0,1253.0
1000.0,0.3,3.0,0.9,200.0,0.872,1.0,0.02,0.0,8755.0,1318.0
1000.0,0.3,3.0,0.9,200.0,0.885,1.0,0.012,0.0,10325.0,1640.0
1000.0,0.3,3.0,0.9,200.0,0.881,1.0,0.017,0.0,11075.0,1840.0
1000.0,0.3,3.0,0.9,200.0,0.866,1.0,0.011,0.0,8269.0,906.0
1000.0,0.4,2.0,0.7,10.0,0.548,0.614,0.025,0.007,226.0,10.0
1000.0,0.4,2.0,0.7,10.0,0.415,0.474,0.009,0.004,237.0,15.0
