n_neu,c_ie,L,pneu_e,tau,acc,acc_train,mean,mean_train,num_spikes,std_spikes
512.0,0.2,3.0,0.8,200.0,0.813,0.992,0.011,0.003,2588.0,465.0
512.0,0.2,3.0,0.8,200.0,0.83,0.995,0.012,0.002,3017.0,586.0
512.0,0.2,3.0,0.85,10.0,0.627,0.745,0.025,0.012,338.0,100.0
512.0,0.2,3.0,0.85,10.0,0.517,0.582,0.022,0.008,228.0,19.0
512.0,0.2,3.0,0.85,10.0,0.56,0.646,0.015,0.013,241.0,27.0
512.0,0.2,3.0,0.85,10.0,0.619,0.695,0.016,0.003,258.0,21.0
512.0,0.2,3.0,0.85,10.0,0.602,0.685,0.029,0.003,184.0,18.0
512.0,0.2,3.0,0.85,20.0,0.807,0.921,0.014,0.007,545.0,109.0
512.0,0.2,3.0,0.85,20.0,0.779,0.919,0.018,0.006,733.0,131.0
512.0,0.2,3.0,0.85,20.0,0.801,0.945,0.023,0.005,655.0,82.0
512.0,0.2,3.0,0.85,20.0,0.82,0.931,0.018,0.006,491.0,84.0
512.0,0.2,3.0,0.85,20.0,0.788,0.938,0.018,0.004,614.0,101.0
512.0,0.2,3.0,0.85,30.0,0.818,0.91,0.014,0.005,748.0,140.0
512.0,0.2,3.0,0.85,30.0,0.832,0.938,0.006,0.006,606.0,92.0
512.0,0.2,3.0,0.85,30.0,0.828,0.933,0.013,0.004,729.0,113.0
512.0,0.2,3.0,0.85,30.0,0.813,0.973,0.01,0.008,1059.0,226.0
512.0,0.2,3.0,0.85,30.0,0.824,0.947,0.013,0.003,844.0,121.0
512.0,0.2,3.0,0.85,80.0,0.81,0.982,0.014,0.005,1340.0,233.0
512.0,0.2,3.0,0.85,80.0,0.828,0.987,0.013,0.006,2781.0,453.0
512.0,0.2,3.0,0.85,80.0,0.828,0.994,0.01,0.001,2076.0,358.0
512.0,0.2,3.0,0.85,80.0,0.848,0.988,0.017,0.006,3387.0,506.0
512.0,0.2,3.0,0.85,80.0,0.84,0.995,0.014,0.002,2701.0,424.0
512.0,0.2,3.0,0.85,120.0,0.812,0.999,0.016,0.001,3514.0,520.0
512.0,0.2,3.0,0.85,120.0,0.839,0.999,0.012,0.0,2765.0,404.0
512.0,0.2,3.0,0.85,120.0,0.822,0.997,0.02,0.001,2750.0,566.0
512.0,0.2,3.0,0.85,120.0,0.825,0.998,0.016,0.001,2937.0,507.0
512.0,0.2,3.0,0.85,120.0,0.825,0.999,0.02,0.0,2629.0,511.0
512.0,0.2,3.0,0.85,200.0,0.802,1.0,0.009,0.0,3865.0,545.0
512.0,0.2,3.0,0.85,200.0,0.828,1.0,0.005,0.0,2819.0,403.0
512.0,0.2,3.0,0.85,200.0,0.808,1.0,0.015,0.0,3329.0,497.0
512.0,0.2,3.0,0.85,200.0,0.822,0.996,0.018,0.002,3391.0,562.0
512.0,0.2,3.0,0.85,200.0,0.817,0.998,0.012,0.001,3315.0,565.0
512.0,0.2,3.0,0.9,10.0,0.654,0.733,0.011,0.005,233.0,26.0
512.0,0.2,3.0,0.9,10.0,0.518,0.596,0.025,0.003,197.0,14.0
512.0,0.2,3.0,0.9,10.0,0.52,0.582,0.016,0.01,227.0,19.0
512.0,0.2,3.0,0.9,10.0,0.529,0.577,0.013,0.009,120.0,12.0
512.0,0.2,3.0,0.9,10.0,0.625,0.732,0.016,0.007,334.0,105.0
512.0,0.2,3.0,0.9,20.0,0.812,0.939,0.011,0.001,544.0,103.0
512.0,0.2,3.0,0.9,20.0,0.804,0.908,0.014,0.007,551.0,101.0
512.0,0.2,3.0,0.9,20.0,0.806,0.935,0.017,0.002,523.0,96.0
512.0,0.2,3.0,0.9,20.0,0.798,0.923,0.016,0.014,805.0,123.0
512.0,0.2,3.0,0.9,20.0,0.803,0.922,0.004,0.005,748.0,87.0
512.0,0.2,3.0,0.9,30.0,0.822,0.985,0.01,0.004,1305.0,198.0
512.0,0.2,3.0,0.9,30.0,0.811,0.951,0.015,0.005,639.0,97.0
512.0,0.2,3.0,0.9,30.0,0.807,0.959,0.027,0.002,966.0,201.0
512.0,0.2,3.0,0.9,30.0,0.84,0.98,0.008,0.002,1102.0,191.0
512.0,0.2,3.0,0.9,30.0,0.806,0.992,0.008,0.002,1389.0,230.0
512.0,0.2,3.0,0.9,80.0,0.853,0.999,0.006,0.0,2481.0,366.0
512.0,0.2,3.0,0.9,80.0,0.842,0.999,0.02,0.001,3425.0,450.0
512.0,0.2,3.0,0.9,80.0,0.81,1.0,0.015,0.0,4058.0,623.0
512.0,0.2,3.0,0.9,80.0,0.858,0.985,0.018,0.004,2744.0,431.0
512.0,0.2,3.0,0.9,80.0,0.842,0.997,0.015,0.001,3347.0,532.0
512.0,0.2,3.0,0.9,120.0,0.843,0.997,0.014,0.002,3681.0,445.0
512.0,0.2,3.0,0.9,120.0,0.81,0.996,0.019,0.002,3955.0,629.0
512.0,0.2,3.0,0.9,120.0,0.832,0.998,0.012,0.0,3066.0,614.0
512.0,0.2,3.0,0.9,120.0,0.812,1.0,0.015,0.0,3767.0,596.0
512.0,0.2,3.0,0.9,120.0,0.808,0.999,0.015,0.001,3732.0,530.0
512.0,0.2,3.0,0.9,200.0,0.829,1.0,0.02,0.0,3261.0,454.0
512.0,0.2,3.0,0.9,200.0,0.821,0.998,0.016,0.001,3405.0,511.0
512.0,0.2,3.0,0.9,200.0,0.821,0.999,0.021,0.001,5124.0,828.0
512.0,0.2,3.0,0.9,200.0,0.831,0.991,0.01,0.002,4208.0,507.0
512.0,0.2,3.0,0.9,200.0,0.811,0.998,0.022,0.0,4129.0,565.0
512.0,0.3,2.0,0.7,10.0,0.452,0.518,0.016,0.003,199.0,8.0
512.0,0.3,2.0,0.7,10.0,0.485,0.545,0.016,0.009,193.0,11.0
512.0,0.3,2.0,0.7,10.0,0.418,0.469,0.007,0.004,164.0,7.0
512.0,0.3,2.0,0.7,10.0,0.339,0.388,0.013,0.006,124.0,7.0
512.0,0.3,2.0,0.7,10.0,0.401,0.441,0.015,0.006,137.0,9.0
512.0,0.3,2.0,0.7,20.0,0.805,0.89,0.01,0.008,443.0,68.0
512.0,0.3,2.0,0.7,20.0,0.792,0.873,0.018,0.004,345.0,66.0
512.0,0.3,2.0,0.7,20.0,0.723,0.81,0.014,0.002,250.0,47.0
512.0,0.3,2.0,0.7,20.0,0.773,0.859,0.019,0.009,328.0,60.0
512.0,0.3,2.0,0.7,20.0,0.753,0.829,0.027,0.006,259.0,47.0
512.0,0.3,2.0,0.7,30.0,0.805,0.901,0.012,0.004,426.0,63.0
512.0,0.3,2.0,0.7,30.0,0.812,0.904,0.011,0.004,516.0,88.0
512.0,0.3,2.0,0.7,30.0,0.845,0.928,0.015,0.006,588.0,106.0
512.0,0.3,2.0,0.7,30.0,0.816,0.916,0.008,0.003,556.0,113.0
512.0,0.3,2.0,0.7,30.0,0.82,0.909,0.025,0.006,592.0,100.0
512.0,0.3,2.0,0.7,80.0,0.845,0.926,0.016,0.006,855.0,107.0
512.0,0.3,2.0,0.7,80.0,0.862,0.958,0.018,0.003,1094.0,126.0
512.0,0.3,2.0,0.7,80.0,0.856,0.961,0.015,0.003,980.0,111.0
512.0,0.3,2.0,0.7,80.0,0.829,0.937,0.008,0.002,1022.0,118.0
512.0,0.3,2.0,0.7,80.0,0.865,0.972,0.015,0.002,1146.0,141.0
512.0,0.3,2.0,0.7,120.0,0.847,0.931,0.012,0.02,995.0,99.0
512.0,0.3,2.0,0.7,120.0,0.847,0.955,0.008,0.012,1093.0,124.0
512.0,0.3,2.0,0.7,120.0,0.855,0.964,0.018,0.002,1322.0,138.0
512.0,0.3,2.0,0.7,120.0,0.86,0.935,0.01,0.012,1012.0,95.0
512.0,0.3,2.0,0.7,120.0,0.865,0.953,0.015,0.007,1011.0,104.0
512.0,0.3,2.0,0.7,200.0,0.85,0.958,0.019,0.01,1171.0,137.0
512.0,0.3,2.0,0.7,200.0,0.857,0.969,0.012,0.003,1068.0,103.0
512.0,0.3,2.0,0.7,200.0,0.848,0.939,0.013,0.008,1100.0,116.0
512.0,0.3,2.0,0.7,200.0,0.843,0.951,0.014,0.01,1209.0,127.0
512.0,0.3,2.0,0.7,200.0,0.854,0.957,0.01,0.012,1206.0,129.0
512.0,0.3,2.0,0.75,10.0,0.39,0.431,0.026,0.008,118.0,8.0
512.0,0.3,2.0,0.75,10.0,0.473,0.532,0.016,0.007,164.0,10.0
512.0,0.3,2.0,0.75,10.0,0.539,0.596,0.026,0.007,218.0,14.0
512.0,0.3,2.0,0.75,10.0,0.365,0.415,0.013,0.004,199.0,8.0
512.0,0.3,2.0,0.75,10.0,0.47,0.515,0.032,0.008,161.0,8.0
512.0,0.3,2.0,0.75,20.0,0.765,0.844,0.015,0.003,297.0,49.0
512.0,0.3,2.0,0.75,20.0,0.752,0.837,0.019,0.005,260.0,57.0
512.0,0.3,2.0,0.75,20.0,0.722,0.807,0.013,0.006,281.0,50.0
512.0,0.3,2.0,0.75,20.0,0.742,0.83,0.021,0.008,249.0,44.0
512.0,0.3,2.0,0.75,20.0,0.805,0.883,0.005,0.002,381.0,64.0
512.0,0.3,2.0,0.75,30.0,0.838,0.91,0.016,0.007,573.0,102.0
512.0,0.3,2.0,0.75,30.0,0.842,0.927,0.013,0.003,530.0,78.0
512.0,0.3,2.0,0.75,30.0,0.831,0.899,0.016,0.004,538.0,96.0
512.0,0.3,2.0,0.75,30.0,0.797,0.883,0.011,0.004,432.0,76.0
512.0,0.3,2.0,0.75,30.0,0.837,0.919,0.013,0.005,464.0,83.0
512.0,0.3,2.0,0.75,80.0,0.861,0.963,0.006,0.003,1089.0,122.0
512.0,0.3,2.0,0.75,80.0,0.847,0.949,0.011,0.001,898.0,113.0
512.0,0.3,2.0,0.75,80.0,0.855,0.952,0.017,0.003,1023.0,114.0
512.0,0.3,2.0,0.75,80.0,0.855,0.939,0.014,0.004,1107.0,130.0
512.0,0.3,2.0,0.75,80.0,0.843,0.95,0.012,0.007,1075.0,114.0
512.0,0.3,2.0,0.75,120.0,0.857,0.961,0.021,0.006,1121.0,135.0
512.0,0.3,2.0,0.75,120.0,0.853,0.976,0.011,0.003,1182.0,128.0
512.0,0.3,2.0,0.75,120.0,0.86,0.947,0.012,0.005,915.0,98.0
512.0,0.3,2.0,0.75,120.0,0.851,0.94,0.006,0.003,1093.0,115.0
512.0,0.3,2.0,0.75,120.0,0.857,0.962,0.008,0.003,1116.0,106.0
512.0,0.3,2.0,0.75,200.0,0.845,0.944,0.019,0.011,1313.0,146.0
512.0,0.3,2.0,0.75,200.0,0.845,0.931,0.004,0.018,1151.0,129.0
512.0,0.3,2.0,0.75,200.0,0.836,0.931,0.009,0.022,1210.0,129.0
512.0,0.3,2.0,0.75,200.0,0.857,0.963,0.013,0.009,1225.0,142.0
512.0,0.3,2.0,0.75,200.0,0.857,0.954,0.015,0.009,1204.0,143.0
512.0,0.3,2.0,0.8,10.0,0.484,0.539,0.024,0.005,154.0,11.0
512.0,0.3,2.0,0.8,10.0,0.384,0.428,0.021,0.004,132.0,7.0
512.0,0.3,2.0,0.8,10.0,0.4,0.433,0.015,0.006,109.0,5.0
512.0,0.3,2.0,0.8,10.0,0.339,0.38,0.016,0.003,113.0,5.0
512.0,0.3,2.0,0.8,10.0,0.458,0.507,0.012,0.009,161.0,15.0
512.0,0.3,2.0,0.8,20.0,0.768,0.849,0.021,0.008,296.0,58.0
512.0,0.3,2.0,0.8,20.0,0.808,0.9,0.009,0.006,392.0,53.0
512.0,0.3,2.0,0.8,20.0,0.768,0.854,0.013,0.003,321.0,57.0
512.0,0.3,2.0,0.8,20.0,0.819,0.909,0.011,0.005,370.0,52.0
512.0,0.3,2.0,0.8,20.0,0.775,0.86,0.016,0.002,318.0,59.0
512.0,0.3,2.0,0.8,30.0,0.839,0.92,0.014,0.005,529.0,99.0
512.0,0.3,2.0,0.8,30.0,0.827,0.91,0.014,0.007,572.0,91.0
512.0,0.3,2.0,0.8,30.0,0.824,0.922,0.011,0.007,488.0,82.0
512.0,0.3,2.0,0.8,30.0,0.822,0.902,0.017,0.011,439.0,75.0
512.0,0.3,2.0,0.8,30.0,0.811,0.904,0.016,0.008,489.0,80.0
512.0,0.3,2.0,0.8,80.0,0.86,0.96,0.017,0.004,1074.0,121.0
512.0,0.3,2.0,0.8,80.0,0.83,0.942,0.01,0.003,952.0,105.0
512.0,0.3,2.0,0.8,80.0,0.867,0.97,0.01,0.003,1034.0,117.0
512.0,0.3,2.0,0.8,80.0,0.853,0.943,0.011,0.001,1071.0,131.0
512.0,0.3,2.0,0.8,80.0,0.866,0.953,0.019,0.003,943.0,115.0
512.0,0.3,2.0,0.8,120.0,0.858,0.978,0.012,0.003,1304.0,148.0
512.0,0.3,2.0,0.8,120.0,0.858,0.958,0.01,0.003,1242.0,144.0
512.0,0.3,2.0,0.8,120.0,0.861,0.963,0.01,0.004,1228.0,121.0
512.0,0.3,2.0,0.8,120.0,0.853,0.965,0.006,0.005,1380.0,150.0
512.0,0.3,2.0,0.8,120.0,0.838,0.957,0.014,0.006,1177.0,153.0
512.0,0.3,2.0,0.8,200.0,0.858,0.964,0.016,0.006,1172.0,136.0
512.0,0.3,2.0,0.8,200.0,0.848,0.935,0.017,0.015,1223.0,143.0
512.0,0.3,2.0,0.8,200.0,0.861,0.941,0.01,0.007,1132.0,121.0
512.0,0.3,2.0,0.8,200.0,0.84,0.943,0.017,0.005,1028.0,117.0
512.0,0.3,2.0,0.8,200.0,0.848,0.945,0.008,0.006,1150.0,128.0
512.0,0.3,2.0,0.85,10.0,0.347,0.389,0.022,0.005,114.0,5.0
512.0,0.3,2.0,0.85,10.0,0.507,0.561,0.013,0.008,185.0,8.0
512.0,0.3,2.0,0.85,10.0,0.427,0.474,0.025,0.01,166.0,7.0
512.0,0.3,2.0,0.85,10.0,0.433,0.485,0.015,0.008,186.0,7.0
512.0,0.3,2.0,0.85,10.0,0.391,0.438,0.01,0.004,133.0,6.0
512.0,0.3,2.0,0.85,20.0,0.736,0.831,0.011,0.004,295.0,48.0
512.0,0.3,2.0,0.85,20.0,0.807,0.886,0.011,0.005,353.0,66.0
512.0,0.3,2.0,0.85,20.0,0.782,0.885,0.017,0.005,363.0,69.0
512.0,0.3,2.0,0.85,20.0,0.755,0.838,0.019,0.009,324.0,59.0
512.0,0.3,2.0,0.85,20.0,0.749,0.823,0.015,0.003,230.0,41.0
512.0,0.3,2.0,0.85,30.0,0.838,0.927,0.004,0.005,519.0,86.0
512.0,0.3,2.0,0.85,30.0,0.824,0.913,0.016,0.004,497.0,98.0
512.0,0.3,2.0,0.85,30.0,0.849,0.943,0.019,0.004,632.0,95.0
512.0,0.3,2.0,0.85,30.0,0.822,0.916,0.008,0.006,466.0,77.0
512.0,0.3,2.0,0.85,30.0,0.85,0.936,0.013,0.005,607.0,104.0
512.0,0.3,2.0,0.85,80.0,0.848,0.94,0.014,0.004,993.0,119.0
512.0,0.3,2.0,0.85,80.0,0.855,0.96,0.01,0.006,1195.0,141.0
512.0,0.3,2.0,0.85,80.0,0.852,0.954,0.01,0.005,1265.0,137.0
512.0,0.3,2.0,0.85,80.0,0.845,0.949,0.01,0.009,972.0,109.0
512.0,0.3,2.0,0.85,80.0,0.848,0.97,0.022,0.003,1116.0,121.0
512.0,0.3,2.0,0.85,120.0,0.842,0.951,0.016,0.006,1245.0,142.0
512.0,0.3,2.0,0.85,120.0,0.856,0.985,0.014,0.004,1251.0,136.0
512.0,0.3,2.0,0.85,120.0,0.844,0.947,0.006,0.004,939.0,111.0
512.0,0.3,2.0,0.85,120.0,0.854,0.948,0.012,0.014,1119.0,127.0
512.0,0.3,2.0,0.85,120.0,0.861,0.975,0.007,0.002,1343.0,169.0
512.0,0.3,2.0,0.85,200.0,0.832,0.965,0.011,0.004,1115.0,117.0
512.0,0.3,2.0,0.85,200.0,0.838,0.987,0.012,0.003,1453.0,181.0
512.0,0.3,2.0,0.85,200.0,0.848,0.938,0.013,0.021,1344.0,145.0
512.0,0.3,2.0,0.85,200.0,0.836,0.949,0.009,0.008,1229.0,139.0
512.0,0.3,2.0,0.85,200.0,0.847,0.936,0.012,0.023,1193.0,142.0
512.0,0.3,2.0,0.9,10.0,0.55,0.603,0.012,0.004,192.0,15.0
512.0,0.3,2.0,0.9,10.0,0.305,0.351,0.009,0.005,149.0,7.0
512.0,0.3,2.0,0.9,10.0,0.608,0.665,0.027,0.007,208.0,16.0
512.0,0.3,2.0,0.9,10.0,0.379,0.428,0.019,0.006,147.0,13.0
512.0,0.3,2.0,0.9,10.0,0.447,0.514,0.013,0.003,254.0,12.0
512.0,0.3,2.0,0.9,20.0,0.766,0.867,0.021,0.003,421.0,78.0
512.0,0.3,2.0,0.9,20.0,0.763,0.844,0.02,0.006,325.0,57.0
512.0,0.3,2.0,0.9,20.0,0.805,0.895,0.011,0.004,419.0,72.0
512.0,0.3,2.0,0.9,20.0,0.78,0.872,0.018,0.006,330.0,65.0
512.0,0.3,2.0,0.9,20.0,0.791,0.883,0.013,0.003,326.0,65.0
512.0,0.3,2.0,0.9,30.0,0.849,0.934,0.009,0.002,459.0,76.0
512.0,0.3,2.0,0.9,30.0,0.853,0.945,0.01,0.006,623.0,102.0
512.0,0.3,2.0,0.9,30.0,0.792,0.87,0.021,0.006,413.0,88.0
512.0,0.3,2.0,0.9,30.0,0.847,0.94,0.008,0.005,620.0,101.0
512.0,0.3,2.0,0.9,30.0,0.805,0.896,0.017,0.007,418.0,69.0
512.0,0.3,2.0,0.9,80.0,0.832,0.924,0.015,0.01,986.0,120.0
512.0,0.3,2.0,0.9,80.0,0.867,0.96,0.014,0.006,1046.0,131.0
512.0,0.3,2.0,0.9,80.0,0.849,0.975,0.008,0.003,1296.0,147.0
512.0,0.3,2.0,0.9,80.0,0.867,0.955,0.017,0.002,951.0,112.0
512.0,0.3,2.0,0.9,80.0,0.858,0.964,0.009,0.004,1001.0,115.0
512.0,0.3,2.0,0.9,120.0,0.842,0.956,0.006,0.01,1055.0,121.0
512.0,0.3,2.0,0.9,120.0,0.853,0.972,0.011,0.005,1280.0,143.0
512.0,0.3,2.0,0.9,120.0,0.841,0.954,0.005,0.008,1199.0,130.0
512.0,0.3,2.0,0.9,120.0,0.85,0.981,0.011,0.003,1523.0,189.0
512.0,0.3,2.0,0.9,120.0,0.852,0.965,0.017,0.003,1233.0,138.0
512.0,0.3,2.0,0.9,200.0,0.845,0.972,0.007,0.003,1302.0,132.0
512.0,0.3,2.0,0.9,200.0,0.856,0.97,0.008,0.007,1242.0,133.0
512.0,0.3,2.0,0.9,200.0,0.841,0.965,0.01,0.004,1217.0,131.0
512.0,0.3,2.0,0.9,200.0,0.848,0.961,0.022,0.012,1353.0,155.0
512.0,0.3,2.0,0.9,200.0,0.853,0.984,0.012,0.004,1427.0,163.0
512.0,0.3,3.0,0.7,10.0,0.538,0.601,0.019,0.003,145.0,13.0
512.0,0.3,3.0,0.7,10.0,0.4,0.444,0.012,0.006,126.0,5.0
512.0,0.3,3.0,0.7,10.0,0.432,0.477,0.006,0.005,145.0,13.0
512.0,0.3,3.0,0.7,10.0,0.491,0.558,0.023,0.009,190.0,8.0
512.0,0.3,3.0,0.7,10.0,0.517,0.588,0.019,0.005,189.0,13.0
512.0,0.3,3.0,0.7,20.0,0.772,0.884,0.007,0.004,331.0,53.0
512.0,0.3,3.0,0.7,20.0,0.812,0.909,0.015,0.004,419.0,62.0
512.0,0.3,3.0,0.7,20.0,0.791,0.887,0.02,0.007,273.0,54.0
512.0,0.3,3.0,0.7,20.0,0.721,0.799,0.011,0.006,192.0,38.0
512.0,0.3,3.0,0.7,20.0,0.824,0.943,0.022,0.004,471.0,83.0
512.0,0.3,3.0,0.7,30.0,0.837,0.944,0.02,0.005,539.0,95.0
512.0,0.3,3.0,0.7,30.0,0.847,0.947,0.009,0.004,598.0,90.0
512.0,0.3,3.0,0.7,30.0,0.837,0.959,0.019,0.004,622.0,70.0
512.0,0.3,3.0,0.7,30.0,0.807,0.909,0.022,0.005,475.0,81.0
512.0,0.3,3.0,0.7,30.0,0.835,0.925,0.018,0.004,506.0,69.0
512.0,0.3,3.0,0.7,80.0,0.831,0.964,0.022,0.003,975.0,123.0
512.0,0.3,3.0,0.7,80.0,0.853,0.974,0.012,0.003,1346.0,185.0
512.0,0.3,3.0,0.7,80.0,0.834,0.993,0.014,0.002,1642.0,274.0
512.0,0.3,3.0,0.7,80.0,0.841,0.971,0.018,0.003,1158.0,148.0
512.0,0.3,3.0,0.7,80.0,0.85,0.942,0.018,0.013,1117.0,126.0
512.0,0.3,3.0,0.7,120.0,0.845,0.975,0.017,0.007,1718.0,205.0
512.0,0.3,3.0,0.7,120.0,0.838,0.962,0.018,0.004,1404.0,215.0
512.0,0.3,3.0,0.7,120.0,0.854,0.99,0.017,0.005,2241.0,370.0
512.0,0.3,3.0,0.7,120.0,0.818,0.988,0.014,0.003,1304.0,164.0
512.0,0.3,3.0,0.7,120.0,0.823,0.983,0.018,0.005,1797.0,260.0
512.0,0.3,3.0,0.7,200.0,0.82,0.995,0.012,0.002,1584.0,183.0
512.0,0.3,3.0,0.7,200.0,0.834,0.978,0.012,0.006,1549.0,153.0
512.0,0.3,3.0,0.7,200.0,0.831,0.943,0.013,0.017,1590.0,165.0
512.0,0.3,3.0,0.7,200.0,0.81,0.994,0.015,0.003,1873.0,312.0
512.0,0.3,3.0,0.7,200.0,0.827,0.992,0.008,0.004,1979.0,353.0
512.0,0.3,3.0,0.75,10.0,0.542,0.613,0.016,0.006,193.0,19.0
512.0,0.3,3.0,0.75,10.0,0.444,0.508,0.015,0.003,150.0,8.0
512.0,0.3,3.0,0.75,10.0,0.556,0.63,0.011,0.005,198.0,17.0
512.0,0.3,3.0,0.75,10.0,0.594,0.672,0.021,0.008,193.0,22.0
512.0,0.3,3.0,0.75,10.0,0.438,0.51,0.038,0.005,165.0,9.0
512.0,0.3,3.0,0.75,20.0,0.798,0.895,0.01,0.004,301.0,53.0
512.0,0.3,3.0,0.75,20.0,0.815,0.945,0.014,0.002,431.0,79.0
512.0,0.3,3.0,0.75,20.0,0.8,0.923,0.014,0.001,402.0,75.0
512.0,0.3,3.0,0.75,20.0,0.784,0.9,0.007,0.002,367.0,78.0
512.0,0.3,3.0,0.75,20.0,0.764,0.875,0.012,0.009,322.0,57.0
512.0,0.3,3.0,0.75,30.0,0.84,0.947,0.009,0.002,529.0,90.0
512.0,0.3,3.0,0.75,30.0,0.846,0.964,0.016,0.004,682.0,91.0
512.0,0.3,3.0,0.75,30.0,0.844,0.951,0.01,0.003,747.0,116.0
512.0,0.3,3.0,0.75,30.0,0.835,0.944,0.01,0.002,549.0,86.0
512.0,0.3,3.0,0.75,30.0,0.814,0.944,0.015,0.002,644.0,100.0
512.0,0.3,3.0,0.75,80.0,0.843,0.973,0.016,0.002,1112.0,134.0
512.0,0.3,3.0,0.75,80.0,0.832,0.961,0.017,0.003,1025.0,135.0
512.0,0.3,3.0,0.75,80.0,0.828,0.979,0.014,0.008,1458.0,208.0
512.0,0.3,3.0,0.75,80.0,0.841,0.989,0.007,0.002,1464.0,226.0
512.0,0.3,3.0,0.75,80.0,0.834,0.979,0.012,0.004,1163.0,182.0
512.0,0.3,3.0,0.75,120.0,0.812,0.989,0.007,0.006,1614.0,237.0
512.0,0.3,3.0,0.75,120.0,0.837,0.963,0.009,0.007,1182.0,144.0
512.0,0.3,3.0,0.75,120.0,0.808,0.995,0.012,0.001,1553.0,269.0
512.0,0.3,3.0,0.75,120.0,0.828,0.992,0.014,0.004,1847.0,215.0
512.0,0.3,3.0,0.75,120.0,0.812,0.998,0.008,0.001,2158.0,314.0
512.0,0.3,3.0,0.75,200.0,0.813,0.955,0.014,0.015,2089.0,335.0
512.0,0.3,3.0,0.75,200.0,0.855,0.963,0.014,0.004,1660.0,210.0
512.0,0.3,3.0,0.75,200.0,0.798,0.97,0.015,0.013,2385.0,430.0
512.0,0.3,3.0,0.75,200.0,0.812,0.985,0.014,0.006,2001.0,292.0
512.0,0.3,3.0,0.75,200.0,0.845,0.968,0.012,0.012,1949.0,257.0
512.0,0.3,3.0,0.8,10.0,0.613,0.706,0.024,0.007,311.0,37.0
512.0,0.3,3.0,0.8,10.0,0.365,0.409,0.027,0.005,93.0,8.0
512.0,0.3,3.0,0.8,10.0,0.393,0.451,0.014,0.009,188.0,9.0
512.0,0.3,3.0,0.8,10.0,0.402,0.457,0.015,0.007,120.0,8.0
512.0,0.3,3.0,0.8,10.0,0.506,0.582,0.018,0.005,197.0,17.0
512.0,0.3,3.0,0.8,20.0,0.812,0.929,0.024,0.006,491.0,78.0
512.0,0.3,3.0,0.8,20.0,0.816,0.925,0.009,0.007,430.0,81.0
512.0,0.3,3.0,0.8,20.0,0.836,0.945,0.012,0.006,474.0,72.0
512.0,0.3,3.0,0.8,20.0,0.776,0.886,0.013,0.013,366.0,60.0
512.0,0.3,3.0,0.8,20.0,0.792,0.933,0.015,0.004,647.0,82.0
512.0,0.3,3.0,0.8,30.0,0.83,0.947,0.015,0.004,581.0,78.0
512.0,0.3,3.0,0.8,30.0,0.82,0.929,0.016,0.005,546.0,84.0
512.0,0.3,3.0,0.8,30.0,0.797,0.926,0.016,0.009,679.0,111.0
512.0,0.3,3.0,0.8,30.0,0.829,0.943,0.018,0.006,662.0,102.0
512.0,0.3,3.0,0.8,30.0,0.83,0.948,0.008,0.005,740.0,109.0
512.0,0.3,3.0,0.8,80.0,0.832,0.97,0.01,0.011,1462.0,262.0
512.0,0.3,3.0,0.8,80.0,0.835,0.992,0.013,0.004,1726.0,281.0
512.0,0.3,3.0,0.8,80.0,0.813,0.979,0.015,0.002,1545.0,267.0
512.0,0.3,3.0,0.8,80.0,0.832,0.979,0.008,0.007,1495.0,242.0
512.0,0.3,3.0,0.8,80.0,0.832,0.987,0.016,0.002,1371.0,187.0
512.0,0.3,3.0,0.8,120.0,0.834,0.976,0.009,0.006,1977.0,303.0
512.0,0.3,3.0,0.8,120.0,0.825,0.979,0.019,0.005,1719.0,263.0
512.0,0.3,3.0,0.8,120.0,0.815,0.995,0.018,0.002,2109.0,271.0
512.0,0.3,3.0,0.8,120.0,0.834,0.998,0.009,0.0,2039.0,329.0
512.0,0.3,3.0,0.8,120.0,0.812,0.982,0.016,0.005,1824.0,312.0
512.0,0.3,3.0,0.8,200.0,0.815,0.989,0.013,0.003,2565.0,459.0
512.0,0.3,3.0,0.8,200.0,0.809,0.999,0.011,0.0,3635.0,655.0
512.0,0.3,3.0,0.8,200.0,0.792,1.0,0.013,0.0,2818.0,480.0
512.0,0.3,3.0,0.8,200.0,0.833,0.983,0.025,0.006,2441.0,352.0
512.0,0.3,3.0,0.8,200.0,0.822,0.984,0.014,0.003,2399.0,403.0
512.0,0.3,3.0,0.85,10.0,0.43,0.478,0.012,0.005,163.0,11.0
512.0,0.3,3.0,0.85,10.0,0.581,0.673,0.026,0.006,238.0,25.0
512.0,0.3,3.0,0.85,10.0,0.599,0.684,0.017,0.008,187.0,19.0
512.0,0.3,3.0,0.85,10.0,0.475,0.53,0.01,0.003,136.0,12.0
512.0,0.3,3.0,0.85,10.0,0.335,0.373,0.022,0.007,159.0,8.0
512.0,0.3,3.0,0.85,20.0,0.807,0.921,0.01,0.003,545.0,99.0
512.0,0.3,3.0,0.85,20.0,0.812,0.937,0.023,0.004,531.0,79.0
512.0,0.3,3.0,0.85,20.0,0.804,0.935,0.02,0.004,559.0,95.0
512.0,0.3,3.0,0.85,20.0,0.776,0.876,0.016,0.004,288.0,62.0
512.0,0.3,3.0,0.85,20.0,0.772,0.874,0.029,0.01,330.0,73.0
512.0,0.3,3.0,0.85,30.0,0.841,0.959,0.014,0.002,627.0,84.0
